"","krok","proc_chorych"
"1",0,0.17
"2",1,0.69
"3",2,0.81
"4",3,0.78
"5",4,0.78
"6",5,0.8
"7",6,0.79
"8",7,0.83
"9",8,0.82
"10",9,0.82
"11",10,0.85
"12",11,0.81
"13",12,0.77
"14",13,0.86
"15",14,0.85
"16",15,0.85
"17",16,0.86
"18",17,0.92
"19",18,0.89
"20",19,0.81
"21",20,0.84
"22",21,0.82
"23",22,0.87
"24",23,0.86
"25",24,0.88
"26",25,0.92
"27",26,0.89
"28",27,0.88
"29",28,0.82
"30",29,0.84
"31",30,0.86
"32",31,0.82
"33",32,0.84
"34",33,0.84
"35",34,0.82
"36",35,0.85
"37",36,0.88
"38",37,0.91
"39",38,0.89
"40",39,0.84
"41",40,0.86
"42",41,0.85
"43",42,0.83
"44",43,0.9
"45",44,0.89
"46",45,0.82
"47",46,0.85
"48",47,0.87
"49",48,0.78
"50",49,0.85
"51",50,0.91
"52",51,0.88
"53",52,0.81
"54",53,0.86
"55",54,0.84
"56",55,0.79
"57",56,0.82
"58",57,0.75
"59",58,0.92
"60",59,0.86
"61",60,0.84
"62",61,0.85
"63",62,0.83
"64",63,0.86
"65",64,0.82
"66",65,0.86
"67",66,0.83
"68",67,0.83
"69",68,0.87
"70",69,0.85
"71",70,0.87
"72",71,0.89
"73",72,0.89
"74",73,0.81
"75",74,0.8
"76",75,0.78
"77",76,0.84
"78",77,0.82
"79",78,0.82
"80",79,0.85
"81",80,0.83
"82",81,0.85
"83",82,0.9
"84",83,0.83
"85",84,0.79
"86",85,0.78
"87",86,0.81
"88",87,0.82
"89",88,0.88
"90",89,0.78
"91",90,0.8
"92",91,0.75
"93",92,0.84
"94",93,0.9
"95",94,0.86
"96",95,0.91
"97",96,0.84
"98",97,0.91
"99",98,0.87
"100",99,0.89
"101",100,0.88
