"","krok","proc_chorych"
"1",0,0.14
"2",1,0.14
"3",2,0.2
"4",3,0.2
"5",4,0.23
"6",5,0.24
"7",6,0.23
"8",7,0.31
"9",8,0.34
"10",9,0.38
"11",10,0.42
"12",11,0.47
"13",12,0.43
"14",13,0.43
"15",14,0.46
"16",15,0.44
"17",16,0.46
"18",17,0.55
"19",18,0.57
"20",19,0.59
"21",20,0.57
"22",21,0.5
"23",22,0.53
"24",23,0.52
"25",24,0.52
"26",25,0.53
"27",26,0.49
"28",27,0.51
"29",28,0.51
"30",29,0.51
"31",30,0.6
"32",31,0.56
"33",32,0.6
"34",33,0.61
"35",34,0.57
"36",35,0.52
"37",36,0.49
"38",37,0.51
"39",38,0.54
"40",39,0.52
"41",40,0.57
"42",41,0.58
"43",42,0.56
"44",43,0.53
"45",44,0.53
"46",45,0.53
"47",46,0.53
"48",47,0.5
"49",48,0.47
"50",49,0.45
"51",50,0.5
"52",51,0.51
"53",52,0.51
"54",53,0.5
"55",54,0.52
"56",55,0.46
"57",56,0.45
"58",57,0.45
"59",58,0.48
"60",59,0.46
"61",60,0.44
"62",61,0.45
"63",62,0.4
"64",63,0.49
"65",64,0.5
"66",65,0.48
"67",66,0.48
"68",67,0.48
"69",68,0.46
"70",69,0.43
"71",70,0.41
"72",71,0.44
"73",72,0.45
"74",73,0.44
"75",74,0.48
"76",75,0.47
"77",76,0.49
"78",77,0.49
"79",78,0.51
"80",79,0.46
"81",80,0.47
"82",81,0.47
"83",82,0.44
"84",83,0.43
"85",84,0.48
"86",85,0.45
"87",86,0.46
"88",87,0.52
"89",88,0.53
"90",89,0.5
"91",90,0.55
"92",91,0.55
"93",92,0.56
"94",93,0.57
"95",94,0.58
"96",95,0.61
"97",96,0.62
"98",97,0.62
"99",98,0.6
"100",99,0.58
"101",100,0.54
