"","krok","proc_chorych"
"1",0,0.05
"2",1,0.74
"3",2,0.9
"4",3,0.82
"5",4,0.83
"6",5,0.88
"7",6,0.85
"8",7,0.91
"9",8,0.91
"10",9,0.89
"11",10,0.89
"12",11,0.86
"13",12,0.85
"14",13,0.85
"15",14,0.89
"16",15,0.85
"17",16,0.86
"18",17,0.82
"19",18,0.87
"20",19,0.91
"21",20,0.9
"22",21,0.91
"23",22,0.91
"24",23,0.89
"25",24,0.87
"26",25,0.84
"27",26,0.82
"28",27,0.85
"29",28,0.88
"30",29,0.93
"31",30,0.92
"32",31,0.93
"33",32,0.84
"34",33,0.86
"35",34,0.86
"36",35,0.86
"37",36,0.86
"38",37,0.85
"39",38,0.86
"40",39,0.91
"41",40,0.84
"42",41,0.86
"43",42,0.86
"44",43,0.84
"45",44,0.86
"46",45,0.84
"47",46,0.83
"48",47,0.85
"49",48,0.84
"50",49,0.9
"51",50,0.82
"52",51,0.88
"53",52,0.94
"54",53,0.9
"55",54,0.86
"56",55,0.87
"57",56,0.82
"58",57,0.88
"59",58,0.9
"60",59,0.88
"61",60,0.91
"62",61,0.86
"63",62,0.85
"64",63,0.83
"65",64,0.79
"66",65,0.89
"67",66,0.87
"68",67,0.86
"69",68,0.9
"70",69,0.91
"71",70,0.9
"72",71,0.9
"73",72,0.86
"74",73,0.8
"75",74,0.9
"76",75,0.87
"77",76,0.91
"78",77,0.88
"79",78,0.83
"80",79,0.87
"81",80,0.91
"82",81,0.89
"83",82,0.86
"84",83,0.88
"85",84,0.84
"86",85,0.84
"87",86,0.9
"88",87,0.9
"89",88,0.88
"90",89,0.89
"91",90,0.86
"92",91,0.85
"93",92,0.87
"94",93,0.89
"95",94,0.92
"96",95,0.85
"97",96,0.86
"98",97,0.88
"99",98,0.85
"100",99,0.85
"101",100,0.85
