"","krok","proc_chorych"
"1",0,0.06
"2",1,0.09
"3",2,0.096
"4",3,0.096
"5",4,0.107
"6",5,0.081
"7",6,0.084
"8",7,0.081
"9",8,0.102
"10",9,0.097
"11",10,0.099
"12",11,0.095
"13",12,0.095
"14",13,0.07
"15",14,0.086
"16",15,0.089
"17",16,0.079
"18",17,0.091
"19",18,0.083
"20",19,0.089
"21",20,0.088
"22",21,0.081
"23",22,0.077
"24",23,0.094
"25",24,0.084
"26",25,0.085
"27",26,0.082
"28",27,0.086
"29",28,0.092
"30",29,0.071
"31",30,0.092
"32",31,0.1
"33",32,0.092
"34",33,0.079
"35",34,0.085
"36",35,0.087
"37",36,0.101
"38",37,0.09
"39",38,0.101
"40",39,0.088
"41",40,0.081
"42",41,0.096
"43",42,0.092
"44",43,0.082
"45",44,0.087
"46",45,0.089
"47",46,0.098
"48",47,0.096
"49",48,0.102
"50",49,0.1
"51",50,0.089
"52",51,0.096
"53",52,0.084
"54",53,0.101
"55",54,0.099
"56",55,0.094
"57",56,0.097
"58",57,0.095
"59",58,0.102
"60",59,0.091
"61",60,0.093
"62",61,0.085
"63",62,0.069
"64",63,0.092
"65",64,0.096
"66",65,0.094
"67",66,0.088
"68",67,0.071
"69",68,0.084
"70",69,0.096
"71",70,0.094
"72",71,0.099
"73",72,0.086
"74",73,0.078
"75",74,0.083
"76",75,0.095
"77",76,0.087
"78",77,0.096
"79",78,0.089
"80",79,0.101
"81",80,0.099
"82",81,0.094
"83",82,0.079
"84",83,0.097
"85",84,0.106
"86",85,0.089
"87",86,0.105
"88",87,0.091
"89",88,0.078
"90",89,0.088
"91",90,0.094
"92",91,0.091
"93",92,0.102
"94",93,0.097
"95",94,0.093
"96",95,0.112
"97",96,0.1
"98",97,0.087
"99",98,0.098
"100",99,0.084
"101",100,0.085
