"","krok","proc_chorych"
"1",0,0.046
"2",1,0.041
"3",2,0.029
"4",3,0.032
"5",4,0.041
"6",5,0.048
"7",6,0.044
"8",7,0.039
"9",8,0.031
"10",9,0.045
"11",10,0.05
"12",11,0.045
"13",12,0.037
"14",13,0.031
"15",14,0.033
"16",15,0.041
"17",16,0.044
"18",17,0.041
"19",18,0.038
"20",19,0.041
"21",20,0.046
"22",21,0.048
"23",22,0.049
"24",23,0.04
"25",24,0.045
"26",25,0.036
"27",26,0.038
"28",27,0.043
"29",28,0.037
"30",29,0.048
"31",30,0.041
"32",31,0.04
"33",32,0.049
"34",33,0.041
"35",34,0.046
"36",35,0.046
"37",36,0.043
"38",37,0.048
"39",38,0.055
"40",39,0.04
"41",40,0.032
"42",41,0.043
"43",42,0.033
"44",43,0.041
"45",44,0.036
"46",45,0.049
"47",46,0.048
"48",47,0.05
"49",48,0.037
"50",49,0.032
"51",50,0.049
"52",51,0.043
"53",52,0.061
"54",53,0.046
"55",54,0.043
"56",55,0.038
"57",56,0.034
"58",57,0.027
"59",58,0.039
"60",59,0.042
"61",60,0.037
"62",61,0.049
"63",62,0.047
"64",63,0.046
"65",64,0.04
"66",65,0.048
"67",66,0.042
"68",67,0.046
"69",68,0.039
"70",69,0.05
"71",70,0.041
"72",71,0.042
"73",72,0.047
"74",73,0.05
"75",74,0.032
"76",75,0.043
"77",76,0.05
"78",77,0.037
"79",78,0.053
"80",79,0.044
"81",80,0.05
"82",81,0.044
"83",82,0.037
"84",83,0.042
"85",84,0.041
"86",85,0.031
"87",86,0.033
"88",87,0.037
"89",88,0.034
"90",89,0.044
"91",90,0.049
"92",91,0.036
"93",92,0.035
"94",93,0.043
"95",94,0.046
"96",95,0.041
"97",96,0.039
"98",97,0.041
"99",98,0.041
"100",99,0.045
"101",100,0.047
