"","krok","proc_chorych"
"1",0,0.042
"2",1,0.206
"3",2,0.261
"4",3,0.276
"5",4,0.248
"6",5,0.262
"7",6,0.258
"8",7,0.257
"9",8,0.237
"10",9,0.24
"11",10,0.229
"12",11,0.24
"13",12,0.249
"14",13,0.248
"15",14,0.256
"16",15,0.251
"17",16,0.253
"18",17,0.248
"19",18,0.259
"20",19,0.251
"21",20,0.254
"22",21,0.261
"23",22,0.234
"24",23,0.259
"25",24,0.263
"26",25,0.246
"27",26,0.236
"28",27,0.228
"29",28,0.232
"30",29,0.245
"31",30,0.214
"32",31,0.248
"33",32,0.25
"34",33,0.24
"35",34,0.242
"36",35,0.245
"37",36,0.224
"38",37,0.232
"39",38,0.233
"40",39,0.267
"41",40,0.269
"42",41,0.249
"43",42,0.233
"44",43,0.228
"45",44,0.224
"46",45,0.243
"47",46,0.241
"48",47,0.248
"49",48,0.231
"50",49,0.237
"51",50,0.239
"52",51,0.261
"53",52,0.26
"54",53,0.288
"55",54,0.26
"56",55,0.239
"57",56,0.237
"58",57,0.23
"59",58,0.233
"60",59,0.248
"61",60,0.257
"62",61,0.242
"63",62,0.251
"64",63,0.244
"65",64,0.26
"66",65,0.265
"67",66,0.25
"68",67,0.256
"69",68,0.231
"70",69,0.23
"71",70,0.261
"72",71,0.253
"73",72,0.233
"74",73,0.25
"75",74,0.24
"76",75,0.236
"77",76,0.228
"78",77,0.239
"79",78,0.237
"80",79,0.248
"81",80,0.234
"82",81,0.258
"83",82,0.241
"84",83,0.241
"85",84,0.268
"86",85,0.236
"87",86,0.289
"88",87,0.272
"89",88,0.272
"90",89,0.241
"91",90,0.254
"92",91,0.255
"93",92,0.269
"94",93,0.24
"95",94,0.229
"96",95,0.223
"97",96,0.253
"98",97,0.238
"99",98,0.221
"100",99,0.263
"101",100,0.262
