"","krok","proc_chorych"
"1",0,0.049
"2",1,0.559
"3",2,0.713
"4",3,0.729
"5",4,0.717
"6",5,0.741
"7",6,0.772
"8",7,0.733
"9",8,0.756
"10",9,0.731
"11",10,0.742
"12",11,0.732
"13",12,0.725
"14",13,0.734
"15",14,0.727
"16",15,0.733
"17",16,0.738
"18",17,0.746
"19",18,0.754
"20",19,0.741
"21",20,0.727
"22",21,0.739
"23",22,0.735
"24",23,0.731
"25",24,0.743
"26",25,0.733
"27",26,0.747
"28",27,0.729
"29",28,0.726
"30",29,0.749
"31",30,0.731
"32",31,0.757
"33",32,0.747
"34",33,0.756
"35",34,0.723
"36",35,0.727
"37",36,0.764
"38",37,0.754
"39",38,0.746
"40",39,0.752
"41",40,0.738
"42",41,0.737
"43",42,0.729
"44",43,0.712
"45",44,0.742
"46",45,0.745
"47",46,0.739
"48",47,0.726
"49",48,0.732
"50",49,0.733
"51",50,0.712
"52",51,0.694
"53",52,0.757
"54",53,0.756
"55",54,0.754
"56",55,0.724
"57",56,0.73
"58",57,0.741
"59",58,0.753
"60",59,0.735
"61",60,0.717
"62",61,0.721
"63",62,0.71
"64",63,0.735
"65",64,0.74
"66",65,0.725
"67",66,0.738
"68",67,0.716
"69",68,0.729
"70",69,0.727
"71",70,0.732
"72",71,0.736
"73",72,0.721
"74",73,0.752
"75",74,0.76
"76",75,0.748
"77",76,0.744
"78",77,0.714
"79",78,0.718
"80",79,0.713
"81",80,0.73
"82",81,0.747
"83",82,0.738
"84",83,0.743
"85",84,0.714
"86",85,0.73
"87",86,0.748
"88",87,0.756
"89",88,0.736
"90",89,0.722
"91",90,0.732
"92",91,0.746
"93",92,0.749
"94",93,0.714
"95",94,0.735
"96",95,0.73
"97",96,0.76
"98",97,0.762
"99",98,0.733
"100",99,0.74
"101",100,0.744
