"","krok","proc_chorych"
"1",0,0.0498046875
"2",1,0.0625
"3",2,0.0791015625
"4",3,0.1025390625
"5",4,0.126953125
"6",5,0.154296875
"7",6,0.1904296875
"8",7,0.2158203125
"9",8,0.244140625
"10",9,0.2685546875
"11",10,0.294921875
"12",11,0.318359375
"13",12,0.3388671875
"14",13,0.369140625
"15",14,0.3994140625
"16",15,0.4296875
"17",16,0.46484375
"18",17,0.5
"19",18,0.529296875
"20",19,0.5517578125
"21",20,0.568359375
"22",21,0.6044921875
"23",22,0.6318359375
"24",23,0.6552734375
"25",24,0.685546875
"26",25,0.705078125
"27",26,0.7265625
"28",27,0.755859375
"29",28,0.771484375
"30",29,0.794921875
"31",30,0.8095703125
"32",31,0.8212890625
"33",32,0.8310546875
"34",33,0.83984375
"35",34,0.8515625
"36",35,0.8642578125
"37",36,0.8828125
"38",37,0.8916015625
"39",38,0.904296875
"40",39,0.9130859375
"41",40,0.9189453125
"42",41,0.927734375
"43",42,0.935546875
"44",43,0.9404296875
"45",44,0.9501953125
"46",45,0.95703125
"47",46,0.9580078125
"48",47,0.962890625
"49",48,0.9677734375
"50",49,0.970703125
"51",50,0.974609375
"52",51,0.9755859375
"53",52,0.98046875
"54",53,0.98046875
"55",54,0.98046875
"56",55,0.9833984375
"57",56,0.984375
"58",57,0.98828125
"59",58,0.990234375
"60",59,0.990234375
"61",60,0.990234375
"62",61,0.9912109375
"63",62,0.9912109375
"64",63,0.9912109375
"65",64,0.9921875
"66",65,0.9921875
"67",66,0.9931640625
"68",67,0.9931640625
"69",68,0.994140625
"70",69,0.994140625
"71",70,0.9951171875
"72",71,0.9951171875
"73",72,0.9951171875
"74",73,0.99609375
"75",74,0.99609375
"76",75,0.9970703125
"77",76,0.9970703125
"78",77,0.9970703125
"79",78,0.998046875
"80",79,0.9990234375
"81",80,0.9990234375
"82",81,0.9990234375
"83",82,0.9990234375
"84",83,0.9990234375
"85",84,0.9990234375
"86",85,0.9990234375
"87",86,0.9990234375
"88",87,0.9990234375
"89",88,0.9990234375
"90",89,0.9990234375
"91",90,0.9990234375
"92",91,1
"93",92,1
"94",93,1
"95",94,1
"96",95,1
"97",96,1
"98",97,1
"99",98,1
"100",99,1
"101",100,1
