"","krok","proc_chorych"
"1",0,0.048
"2",1,0.496
"3",2,0.618
"4",3,0.625
"5",4,0.615
"6",5,0.624
"7",6,0.609
"8",7,0.607
"9",8,0.628
"10",9,0.617
"11",10,0.638
"12",11,0.634
"13",12,0.619
"14",13,0.624
"15",14,0.616
"16",15,0.596
"17",16,0.62
"18",17,0.622
"19",18,0.6
"20",19,0.637
"21",20,0.631
"22",21,0.64
"23",22,0.629
"24",23,0.607
"25",24,0.618
"26",25,0.622
"27",26,0.609
"28",27,0.618
"29",28,0.611
"30",29,0.598
"31",30,0.613
"32",31,0.634
"33",32,0.597
"34",33,0.623
"35",34,0.604
"36",35,0.638
"37",36,0.617
"38",37,0.622
"39",38,0.605
"40",39,0.649
"41",40,0.634
"42",41,0.66
"43",42,0.635
"44",43,0.6
"45",44,0.627
"46",45,0.622
"47",46,0.636
"48",47,0.612
"49",48,0.618
"50",49,0.61
"51",50,0.623
"52",51,0.595
"53",52,0.609
"54",53,0.656
"55",54,0.662
"56",55,0.633
"57",56,0.613
"58",57,0.599
"59",58,0.595
"60",59,0.605
"61",60,0.623
"62",61,0.638
"63",62,0.62
"64",63,0.602
"65",64,0.615
"66",65,0.588
"67",66,0.605
"68",67,0.572
"69",68,0.619
"70",69,0.596
"71",70,0.616
"72",71,0.622
"73",72,0.623
"74",73,0.614
"75",74,0.621
"76",75,0.606
"77",76,0.612
"78",77,0.63
"79",78,0.64
"80",79,0.642
"81",80,0.624
"82",81,0.64
"83",82,0.632
"84",83,0.657
"85",84,0.626
"86",85,0.627
"87",86,0.594
"88",87,0.606
"89",88,0.607
"90",89,0.62
"91",90,0.601
"92",91,0.626
"93",92,0.608
"94",93,0.591
"95",94,0.647
"96",95,0.638
"97",96,0.616
"98",97,0.607
"99",98,0.616
"100",99,0.629
"101",100,0.612
