"","krok","proc_chorych"
"1",0,0.02
"2",1,0.71
"3",2,0.81
"4",3,0.86
"5",4,0.81
"6",5,0.9
"7",6,0.91
"8",7,0.87
"9",8,0.87
"10",9,0.89
"11",10,0.87
"12",11,0.89
"13",12,0.89
"14",13,0.84
"15",14,0.84
"16",15,0.86
"17",16,0.87
"18",17,0.86
"19",18,0.85
"20",19,0.89
"21",20,0.9
"22",21,0.83
"23",22,0.89
"24",23,0.88
"25",24,0.86
"26",25,0.88
"27",26,0.83
"28",27,0.88
"29",28,0.86
"30",29,0.88
"31",30,0.85
"32",31,0.81
"33",32,0.85
"34",33,0.88
"35",34,0.91
"36",35,0.87
"37",36,0.89
"38",37,0.85
"39",38,0.84
"40",39,0.92
"41",40,0.88
"42",41,0.92
"43",42,0.88
"44",43,0.85
"45",44,0.85
"46",45,0.93
"47",46,0.89
"48",47,0.9
"49",48,0.88
"50",49,0.85
"51",50,0.9
"52",51,0.9
"53",52,0.93
"54",53,0.89
"55",54,0.9
"56",55,0.9
"57",56,0.84
"58",57,0.85
"59",58,0.85
"60",59,0.87
"61",60,0.86
"62",61,0.83
"63",62,0.9
"64",63,0.85
"65",64,0.88
"66",65,0.9
"67",66,0.88
"68",67,0.88
"69",68,0.87
"70",69,0.89
"71",70,0.86
"72",71,0.88
"73",72,0.85
"74",73,0.85
"75",74,0.86
"76",75,0.87
"77",76,0.92
"78",77,0.88
"79",78,0.89
"80",79,0.91
"81",80,0.96
"82",81,0.91
"83",82,0.89
"84",83,0.84
"85",84,0.85
"86",85,0.92
"87",86,0.91
"88",87,0.92
"89",88,0.92
"90",89,0.88
"91",90,0.94
"92",91,0.89
"93",92,0.86
"94",93,0.89
"95",94,0.82
"96",95,0.82
"97",96,0.91
"98",97,0.89
"99",98,0.85
"100",99,0.87
"101",100,0.87
