"","krok","proc_chorych"
"1",0,0.059
"2",1,0.105
"3",2,0.12
"4",3,0.102
"5",4,0.114
"6",5,0.105
"7",6,0.116
"8",7,0.106
"9",8,0.119
"10",9,0.106
"11",10,0.125
"12",11,0.11
"13",12,0.108
"14",13,0.106
"15",14,0.123
"16",15,0.123
"17",16,0.111
"18",17,0.109
"19",18,0.097
"20",19,0.102
"21",20,0.118
"22",21,0.099
"23",22,0.095
"24",23,0.106
"25",24,0.106
"26",25,0.103
"27",26,0.099
"28",27,0.087
"29",28,0.127
"30",29,0.116
"31",30,0.106
"32",31,0.127
"33",32,0.095
"34",33,0.121
"35",34,0.1
"36",35,0.102
"37",36,0.104
"38",37,0.115
"39",38,0.112
"40",39,0.113
"41",40,0.112
"42",41,0.119
"43",42,0.12
"44",43,0.115
"45",44,0.101
"46",45,0.129
"47",46,0.131
"48",47,0.128
"49",48,0.109
"50",49,0.114
"51",50,0.1
"52",51,0.092
"53",52,0.105
"54",53,0.124
"55",54,0.113
"56",55,0.096
"57",56,0.094
"58",57,0.104
"59",58,0.098
"60",59,0.096
"61",60,0.111
"62",61,0.113
"63",62,0.102
"64",63,0.091
"65",64,0.106
"66",65,0.098
"67",66,0.115
"68",67,0.11
"69",68,0.107
"70",69,0.12
"71",70,0.115
"72",71,0.12
"73",72,0.104
"74",73,0.12
"75",74,0.106
"76",75,0.088
"77",76,0.123
"78",77,0.101
"79",78,0.116
"80",79,0.106
"81",80,0.119
"82",81,0.119
"83",82,0.117
"84",83,0.094
"85",84,0.109
"86",85,0.109
"87",86,0.104
"88",87,0.125
"89",88,0.118
"90",89,0.082
"91",90,0.119
"92",91,0.117
"93",92,0.114
"94",93,0.116
"95",94,0.126
"96",95,0.119
"97",96,0.105
"98",97,0.097
"99",98,0.096
"100",99,0.106
"101",100,0.106
