"","krok","proc_chorych"
"1",0,0.1
"2",1,0.1
"3",2,0.08
"4",3,0.07
"5",4,0.06
"6",5,0.06
"7",6,0.05
"8",7,0.05
"9",8,0.05
"10",9,0.04
"11",10,0.04
"12",11,0.04
"13",12,0.03
"14",13,0.02
"15",14,0.02
"16",15,0.02
"17",16,0.02
"18",17,0.02
"19",18,0.02
"20",19,0.01
"21",20,0.01
"22",21,0.01
"23",22,0.01
"24",23,0.01
"25",24,0.01
"26",25,0.01
"27",26,0.01
"28",27,0.01
"29",28,0.01
"30",29,0.01
"31",30,0.01
"32",31,0.01
"33",32,0.01
"34",33,0.01
"35",34,0.01
"36",35,0.01
"37",36,0.01
"38",37,0.01
"39",38,0.01
"40",39,0.01
"41",40,0.01
"42",41,0.01
"43",42,0.01
"44",43,0.01
"45",44,0.01
"46",45,0.01
"47",46,0.01
"48",47,0.01
"49",48,0.01
"50",49,0.01
"51",50,0.01
"52",51,0.01
"53",52,0.01
"54",53,0.01
"55",54,0.01
"56",55,0.01
"57",56,0.01
"58",57,0.01
"59",58,0.01
"60",59,0
"61",60,0
"62",61,0
"63",62,0
"64",63,0
"65",64,0
"66",65,0
"67",66,0
"68",67,0
"69",68,0
"70",69,0
"71",70,0
"72",71,0
"73",72,0
"74",73,0
"75",74,0
"76",75,0
"77",76,0
"78",77,0
"79",78,0
"80",79,0
"81",80,0
"82",81,0
"83",82,0
"84",83,0
"85",84,0
"86",85,0
"87",86,0
"88",87,0
"89",88,0
"90",89,0
"91",90,0
"92",91,0
"93",92,0
"94",93,0
"95",94,0
"96",95,0
"97",96,0
"98",97,0
"99",98,0
"100",99,0
"101",100,0
