"","krok","proc_chorych"
"1",0,0.0546875
"2",1,0.150390625
"3",2,0.2685546875
"4",3,0.3974609375
"5",4,0.5068359375
"6",5,0.609375
"7",6,0.658203125
"8",7,0.6806640625
"9",8,0.703125
"10",9,0.7353515625
"11",10,0.751953125
"12",11,0.7392578125
"13",12,0.7158203125
"14",13,0.7412109375
"15",14,0.7373046875
"16",15,0.7216796875
"17",16,0.732421875
"18",17,0.7333984375
"19",18,0.7392578125
"20",19,0.703125
"21",20,0.740234375
"22",21,0.75390625
"23",22,0.716796875
"24",23,0.7041015625
"25",24,0.7333984375
"26",25,0.7373046875
"27",26,0.716796875
"28",27,0.732421875
"29",28,0.7490234375
"30",29,0.7587890625
"31",30,0.7548828125
"32",31,0.73046875
"33",32,0.7333984375
"34",33,0.7392578125
"35",34,0.7138671875
"36",35,0.7490234375
"37",36,0.751953125
"38",37,0.720703125
"39",38,0.73828125
"40",39,0.7333984375
"41",40,0.732421875
"42",41,0.7451171875
"43",42,0.732421875
"44",43,0.7236328125
"45",44,0.7373046875
"46",45,0.7275390625
"47",46,0.7333984375
"48",47,0.7431640625
"49",48,0.7314453125
"50",49,0.7412109375
"51",50,0.7421875
"52",51,0.728515625
"53",52,0.7490234375
"54",53,0.7275390625
"55",54,0.7255859375
"56",55,0.7119140625
"57",56,0.74609375
"58",57,0.70703125
"59",58,0.7451171875
"60",59,0.7470703125
"61",60,0.7451171875
"62",61,0.7626953125
"63",62,0.7568359375
"64",63,0.728515625
"65",64,0.7421875
"66",65,0.7373046875
"67",66,0.73828125
"68",67,0.7529296875
"69",68,0.728515625
"70",69,0.724609375
"71",70,0.7333984375
"72",71,0.7158203125
"73",72,0.7392578125
"74",73,0.7314453125
"75",74,0.734375
"76",75,0.7421875
"77",76,0.7294921875
"78",77,0.73046875
"79",78,0.7578125
"80",79,0.7265625
"81",80,0.7236328125
"82",81,0.7470703125
"83",82,0.73828125
"84",83,0.7578125
"85",84,0.7548828125
"86",85,0.74609375
"87",86,0.71484375
"88",87,0.7431640625
"89",88,0.7509765625
"90",89,0.7373046875
"91",90,0.74609375
"92",91,0.76171875
"93",92,0.7373046875
"94",93,0.751953125
"95",94,0.7685546875
"96",95,0.74609375
"97",96,0.72265625
"98",97,0.7109375
"99",98,0.728515625
"100",99,0.7490234375
"101",100,0.74609375
