"","krok","proc_chorych"
"1",0,0.045
"2",1,0.063
"3",2,0.057
"4",3,0.068
"5",4,0.071
"6",5,0.064
"7",6,0.062
"8",7,0.055
"9",8,0.067
"10",9,0.058
"11",10,0.065
"12",11,0.051
"13",12,0.06
"14",13,0.053
"15",14,0.051
"16",15,0.048
"17",16,0.056
"18",17,0.069
"19",18,0.071
"20",19,0.066
"21",20,0.068
"22",21,0.051
"23",22,0.062
"24",23,0.053
"25",24,0.07
"26",25,0.07
"27",26,0.071
"28",27,0.073
"29",28,0.066
"30",29,0.061
"31",30,0.056
"32",31,0.073
"33",32,0.07
"34",33,0.063
"35",34,0.072
"36",35,0.067
"37",36,0.059
"38",37,0.054
"39",38,0.056
"40",39,0.059
"41",40,0.061
"42",41,0.054
"43",42,0.041
"44",43,0.068
"45",44,0.057
"46",45,0.061
"47",46,0.072
"48",47,0.057
"49",48,0.049
"50",49,0.067
"51",50,0.058
"52",51,0.068
"53",52,0.074
"54",53,0.056
"55",54,0.062
"56",55,0.06
"57",56,0.064
"58",57,0.059
"59",58,0.053
"60",59,0.073
"61",60,0.06
"62",61,0.076
"63",62,0.054
"64",63,0.065
"65",64,0.066
"66",65,0.049
"67",66,0.065
"68",67,0.051
"69",68,0.059
"70",69,0.072
"71",70,0.058
"72",71,0.061
"73",72,0.064
"74",73,0.063
"75",74,0.062
"76",75,0.067
"77",76,0.053
"78",77,0.072
"79",78,0.059
"80",79,0.059
"81",80,0.074
"82",81,0.058
"83",82,0.048
"84",83,0.069
"85",84,0.057
"86",85,0.069
"87",86,0.06
"88",87,0.062
"89",88,0.073
"90",89,0.06
"91",90,0.068
"92",91,0.063
"93",92,0.052
"94",93,0.061
"95",94,0.06
"96",95,0.056
"97",96,0.05
"98",97,0.069
"99",98,0.055
"100",99,0.069
"101",100,0.057
