"","krok","proc_chorych"
"1",0,0.0558
"2",1,0.0853
"3",2,0.1302
"4",3,0.1823
"5",4,0.2419
"6",5,0.3011
"7",6,0.3466
"8",7,0.3993
"9",8,0.4498
"10",9,0.4923
"11",10,0.5254
"12",11,0.5558
"13",12,0.5767
"14",13,0.5975
"15",14,0.613
"16",15,0.6271
"17",16,0.6452
"18",17,0.66
"19",18,0.6654
"20",19,0.6753
"21",20,0.6859
"22",21,0.6941
"23",22,0.6957
"24",23,0.7003
"25",24,0.7046
"26",25,0.7052
"27",26,0.7172
"28",27,0.7133
"29",28,0.7223
"30",29,0.7232
"31",30,0.7271
"32",31,0.7301
"33",32,0.7314
"34",33,0.7297
"35",34,0.7283
"36",35,0.7216
"37",36,0.7273
"38",37,0.7283
"39",38,0.7303
"40",39,0.7393
"41",40,0.7358
"42",41,0.7361
"43",42,0.7359
"44",43,0.7367
"45",44,0.733
"46",45,0.7309
"47",46,0.7341
"48",47,0.7362
"49",48,0.7327
"50",49,0.73
"51",50,0.7344
"52",51,0.7387
"53",52,0.7311
"54",53,0.7346
"55",54,0.7332
"56",55,0.7315
"57",56,0.7349
"58",57,0.7374
"59",58,0.7367
"60",59,0.7331
"61",60,0.7275
"62",61,0.7302
"63",62,0.73
"64",63,0.7298
"65",64,0.7304
"66",65,0.7334
"67",66,0.7387
"68",67,0.7343
"69",68,0.7339
"70",69,0.7342
"71",70,0.7351
"72",71,0.7329
"73",72,0.7394
"74",73,0.7405
"75",74,0.7412
"76",75,0.7434
"77",76,0.7388
"78",77,0.7388
"79",78,0.7431
"80",79,0.736
"81",80,0.7369
"82",81,0.7392
"83",82,0.7457
"84",83,0.746
"85",84,0.7489
"86",85,0.7445
"87",86,0.7489
"88",87,0.7461
"89",88,0.7398
"90",89,0.7312
"91",90,0.7374
"92",91,0.7451
"93",92,0.7458
"94",93,0.7389
"95",94,0.7416
"96",95,0.746
"97",96,0.7441
"98",97,0.7449
"99",98,0.7409
"100",99,0.7347
"101",100,0.7409
