"","krok","proc_chorych"
"1",0,0.054
"2",1,0.487
"3",2,0.613
"4",3,0.667
"5",4,0.677
"6",5,0.703
"7",6,0.681
"8",7,0.695
"9",8,0.699
"10",9,0.725
"11",10,0.72
"12",11,0.686
"13",12,0.695
"14",13,0.707
"15",14,0.708
"16",15,0.713
"17",16,0.726
"18",17,0.723
"19",18,0.723
"20",19,0.696
"21",20,0.685
"22",21,0.715
"23",22,0.697
"24",23,0.706
"25",24,0.717
"26",25,0.699
"27",26,0.702
"28",27,0.706
"29",28,0.715
"30",29,0.737
"31",30,0.715
"32",31,0.697
"33",32,0.696
"34",33,0.694
"35",34,0.717
"36",35,0.708
"37",36,0.71
"38",37,0.698
"39",38,0.7
"40",39,0.686
"41",40,0.698
"42",41,0.695
"43",42,0.708
"44",43,0.717
"45",44,0.718
"46",45,0.702
"47",46,0.693
"48",47,0.698
"49",48,0.694
"50",49,0.729
"51",50,0.72
"52",51,0.704
"53",52,0.694
"54",53,0.712
"55",54,0.712
"56",55,0.7
"57",56,0.685
"58",57,0.713
"59",58,0.721
"60",59,0.712
"61",60,0.685
"62",61,0.707
"63",62,0.709
"64",63,0.672
"65",64,0.67
"66",65,0.684
"67",66,0.685
"68",67,0.703
"69",68,0.711
"70",69,0.685
"71",70,0.693
"72",71,0.701
"73",72,0.7
"74",73,0.72
"75",74,0.715
"76",75,0.731
"77",76,0.716
"78",77,0.714
"79",78,0.72
"80",79,0.728
"81",80,0.721
"82",81,0.711
"83",82,0.694
"84",83,0.705
"85",84,0.719
"86",85,0.714
"87",86,0.702
"88",87,0.708
"89",88,0.696
"90",89,0.699
"91",90,0.695
"92",91,0.703
"93",92,0.701
"94",93,0.715
"95",94,0.691
"96",95,0.678
"97",96,0.68
"98",97,0.7
"99",98,0.69
"100",99,0.701
"101",100,0.704
