"","krok","proc_chorych"
"1",0,0.0361328125
"2",1,0.0927734375
"3",2,0.1630859375
"4",3,0.2666015625
"5",4,0.384765625
"6",5,0.4951171875
"7",6,0.591796875
"8",7,0.6884765625
"9",8,0.7578125
"10",9,0.8251953125
"11",10,0.8798828125
"12",11,0.9169921875
"13",12,0.94140625
"14",13,0.9609375
"15",14,0.9765625
"16",15,0.986328125
"17",16,0.994140625
"18",17,0.9970703125
"19",18,0.998046875
"20",19,0.9990234375
"21",20,1
"22",21,1
"23",22,1
"24",23,1
"25",24,1
"26",25,1
"27",26,1
"28",27,1
"29",28,1
"30",29,1
"31",30,1
"32",31,1
"33",32,1
"34",33,1
"35",34,1
"36",35,1
"37",36,1
"38",37,1
"39",38,1
"40",39,1
"41",40,1
"42",41,1
"43",42,1
"44",43,1
"45",44,1
"46",45,1
"47",46,1
"48",47,1
"49",48,1
"50",49,1
"51",50,1
"52",51,1
"53",52,1
"54",53,1
"55",54,1
"56",55,1
"57",56,1
"58",57,1
"59",58,1
"60",59,1
"61",60,1
"62",61,1
"63",62,1
"64",63,1
"65",64,1
"66",65,1
"67",66,1
"68",67,1
"69",68,1
"70",69,1
"71",70,1
"72",71,1
"73",72,1
"74",73,1
"75",74,1
"76",75,1
"77",76,1
"78",77,1
"79",78,1
"80",79,1
"81",80,1
"82",81,1
"83",82,1
"84",83,1
"85",84,1
"86",85,1
"87",86,1
"88",87,1
"89",88,1
"90",89,1
"91",90,1
"92",91,1
"93",92,1
"94",93,1
"95",94,1
"96",95,1
"97",96,1
"98",97,1
"99",98,1
"100",99,1
"101",100,1
