"","krok","proc_chorych"
"1",0,0.044
"2",1,0.441
"3",2,0.541
"4",3,0.618
"5",4,0.642
"6",5,0.666
"7",6,0.663
"8",7,0.668
"9",8,0.658
"10",9,0.657
"11",10,0.679
"12",11,0.675
"13",12,0.677
"14",13,0.672
"15",14,0.666
"16",15,0.639
"17",16,0.667
"18",17,0.665
"19",18,0.65
"20",19,0.675
"21",20,0.675
"22",21,0.654
"23",22,0.645
"24",23,0.667
"25",24,0.661
"26",25,0.672
"27",26,0.663
"28",27,0.667
"29",28,0.673
"30",29,0.693
"31",30,0.654
"32",31,0.635
"33",32,0.639
"34",33,0.659
"35",34,0.653
"36",35,0.648
"37",36,0.671
"38",37,0.677
"39",38,0.682
"40",39,0.653
"41",40,0.674
"42",41,0.659
"43",42,0.663
"44",43,0.675
"45",44,0.669
"46",45,0.685
"47",46,0.682
"48",47,0.673
"49",48,0.682
"50",49,0.675
"51",50,0.698
"52",51,0.709
"53",52,0.665
"54",53,0.679
"55",54,0.702
"56",55,0.663
"57",56,0.644
"58",57,0.665
"59",58,0.661
"60",59,0.664
"61",60,0.68
"62",61,0.671
"63",62,0.638
"64",63,0.632
"65",64,0.64
"66",65,0.659
"67",66,0.67
"68",67,0.661
"69",68,0.659
"70",69,0.666
"71",70,0.682
"72",71,0.695
"73",72,0.682
"74",73,0.683
"75",74,0.652
"76",75,0.651
"77",76,0.686
"78",77,0.679
"79",78,0.683
"80",79,0.671
"81",80,0.629
"82",81,0.653
"83",82,0.649
"84",83,0.679
"85",84,0.687
"86",85,0.696
"87",86,0.677
"88",87,0.666
"89",88,0.667
"90",89,0.66
"91",90,0.633
"92",91,0.658
"93",92,0.669
"94",93,0.661
"95",94,0.675
"96",95,0.69
"97",96,0.702
"98",97,0.684
"99",98,0.678
"100",99,0.676
"101",100,0.662
