"","krok","proc_chorych"
"1",0,0.052
"2",1,0.175
"3",2,0.216
"4",3,0.216
"5",4,0.182
"6",5,0.211
"7",6,0.188
"8",7,0.19
"9",8,0.2
"10",9,0.213
"11",10,0.203
"12",11,0.197
"13",12,0.216
"14",13,0.211
"15",14,0.211
"16",15,0.208
"17",16,0.195
"18",17,0.211
"19",18,0.209
"20",19,0.223
"21",20,0.23
"22",21,0.222
"23",22,0.199
"24",23,0.211
"25",24,0.225
"26",25,0.205
"27",26,0.206
"28",27,0.217
"29",28,0.194
"30",29,0.207
"31",30,0.239
"32",31,0.229
"33",32,0.209
"34",33,0.213
"35",34,0.219
"36",35,0.201
"37",36,0.202
"38",37,0.217
"39",38,0.232
"40",39,0.222
"41",40,0.205
"42",41,0.197
"43",42,0.172
"44",43,0.211
"45",44,0.224
"46",45,0.2
"47",46,0.216
"48",47,0.195
"49",48,0.21
"50",49,0.24
"51",50,0.224
"52",51,0.215
"53",52,0.209
"54",53,0.202
"55",54,0.219
"56",55,0.22
"57",56,0.207
"58",57,0.206
"59",58,0.209
"60",59,0.216
"61",60,0.224
"62",61,0.24
"63",62,0.22
"64",63,0.193
"65",64,0.216
"66",65,0.211
"67",66,0.195
"68",67,0.202
"69",68,0.226
"70",69,0.224
"71",70,0.228
"72",71,0.212
"73",72,0.205
"74",73,0.202
"75",74,0.219
"76",75,0.197
"77",76,0.205
"78",77,0.219
"79",78,0.202
"80",79,0.199
"81",80,0.203
"82",81,0.208
"83",82,0.233
"84",83,0.234
"85",84,0.211
"86",85,0.196
"87",86,0.227
"88",87,0.203
"89",88,0.222
"90",89,0.209
"91",90,0.228
"92",91,0.212
"93",92,0.212
"94",93,0.184
"95",94,0.197
"96",95,0.193
"97",96,0.222
"98",97,0.209
"99",98,0.218
"100",99,0.211
"101",100,0.2
