"","krok","proc_chorych"
"1",0,0.047
"2",1,0.417
"3",2,0.551
"4",3,0.575
"5",4,0.549
"6",5,0.583
"7",6,0.579
"8",7,0.582
"9",8,0.587
"10",9,0.601
"11",10,0.604
"12",11,0.579
"13",12,0.576
"14",13,0.582
"15",14,0.574
"16",15,0.581
"17",16,0.584
"18",17,0.596
"19",18,0.581
"20",19,0.564
"21",20,0.555
"22",21,0.578
"23",22,0.565
"24",23,0.569
"25",24,0.557
"26",25,0.597
"27",26,0.599
"28",27,0.588
"29",28,0.552
"30",29,0.574
"31",30,0.57
"32",31,0.608
"33",32,0.572
"34",33,0.572
"35",34,0.593
"36",35,0.59
"37",36,0.549
"38",37,0.585
"39",38,0.583
"40",39,0.616
"41",40,0.608
"42",41,0.585
"43",42,0.587
"44",43,0.584
"45",44,0.565
"46",45,0.566
"47",46,0.565
"48",47,0.575
"49",48,0.567
"50",49,0.546
"51",50,0.614
"52",51,0.595
"53",52,0.58
"54",53,0.599
"55",54,0.59
"56",55,0.591
"57",56,0.606
"58",57,0.604
"59",58,0.59
"60",59,0.58
"61",60,0.564
"62",61,0.58
"63",62,0.578
"64",63,0.59
"65",64,0.576
"66",65,0.561
"67",66,0.573
"68",67,0.595
"69",68,0.58
"70",69,0.559
"71",70,0.572
"72",71,0.605
"73",72,0.575
"74",73,0.579
"75",74,0.605
"76",75,0.624
"77",76,0.603
"78",77,0.587
"79",78,0.589
"80",79,0.594
"81",80,0.583
"82",81,0.57
"83",82,0.563
"84",83,0.581
"85",84,0.603
"86",85,0.579
"87",86,0.6
"88",87,0.602
"89",88,0.606
"90",89,0.58
"91",90,0.565
"92",91,0.598
"93",92,0.563
"94",93,0.567
"95",94,0.594
"96",95,0.582
"97",96,0.574
"98",97,0.594
"99",98,0.579
"100",99,0.582
"101",100,0.57
