"","krok","proc_chorych"
"1",0,0.044
"2",1,0.306
"3",2,0.355
"4",3,0.359
"5",4,0.364
"6",5,0.357
"7",6,0.347
"8",7,0.363
"9",8,0.368
"10",9,0.368
"11",10,0.375
"12",11,0.375
"13",12,0.356
"14",13,0.368
"15",14,0.375
"16",15,0.371
"17",16,0.398
"18",17,0.374
"19",18,0.359
"20",19,0.346
"21",20,0.357
"22",21,0.36
"23",22,0.375
"24",23,0.387
"25",24,0.378
"26",25,0.398
"27",26,0.375
"28",27,0.362
"29",28,0.39
"30",29,0.378
"31",30,0.375
"32",31,0.369
"33",32,0.372
"34",33,0.382
"35",34,0.383
"36",35,0.384
"37",36,0.374
"38",37,0.362
"39",38,0.391
"40",39,0.375
"41",40,0.373
"42",41,0.377
"43",42,0.376
"44",43,0.371
"45",44,0.389
"46",45,0.391
"47",46,0.362
"48",47,0.376
"49",48,0.368
"50",49,0.363
"51",50,0.375
"52",51,0.361
"53",52,0.364
"54",53,0.364
"55",54,0.371
"56",55,0.345
"57",56,0.385
"58",57,0.419
"59",58,0.371
"60",59,0.378
"61",60,0.377
"62",61,0.351
"63",62,0.387
"64",63,0.379
"65",64,0.373
"66",65,0.371
"67",66,0.381
"68",67,0.387
"69",68,0.383
"70",69,0.348
"71",70,0.364
"72",71,0.367
"73",72,0.386
"74",73,0.389
"75",74,0.404
"76",75,0.355
"77",76,0.363
"78",77,0.356
"79",78,0.337
"80",79,0.382
"81",80,0.387
"82",81,0.391
"83",82,0.362
"84",83,0.386
"85",84,0.366
"86",85,0.362
"87",86,0.359
"88",87,0.382
"89",88,0.378
"90",89,0.363
"91",90,0.38
"92",91,0.383
"93",92,0.392
"94",93,0.394
"95",94,0.389
"96",95,0.369
"97",96,0.385
"98",97,0.395
"99",98,0.372
"100",99,0.406
"101",100,0.356
