"","krok","proc_chorych"
"1",0,0.04
"2",1,0.19
"3",2,0.38
"4",3,0.47
"5",4,0.48
"6",5,0.51
"7",6,0.59
"8",7,0.61
"9",8,0.68
"10",9,0.65
"11",10,0.63
"12",11,0.59
"13",12,0.56
"14",13,0.53
"15",14,0.58
"16",15,0.56
"17",16,0.64
"18",17,0.62
"19",18,0.58
"20",19,0.65
"21",20,0.66
"22",21,0.67
"23",22,0.68
"24",23,0.69
"25",24,0.65
"26",25,0.67
"27",26,0.68
"28",27,0.61
"29",28,0.59
"30",29,0.62
"31",30,0.62
"32",31,0.59
"33",32,0.64
"34",33,0.58
"35",34,0.56
"36",35,0.68
"37",36,0.63
"38",37,0.63
"39",38,0.65
"40",39,0.62
"41",40,0.58
"42",41,0.6
"43",42,0.62
"44",43,0.6
"45",44,0.51
"46",45,0.51
"47",46,0.59
"48",47,0.65
"49",48,0.58
"50",49,0.59
"51",50,0.66
"52",51,0.68
"53",52,0.77
"54",53,0.71
"55",54,0.72
"56",55,0.71
"57",56,0.66
"58",57,0.66
"59",58,0.63
"60",59,0.63
"61",60,0.65
"62",61,0.7
"63",62,0.66
"64",63,0.67
"65",64,0.69
"66",65,0.66
"67",66,0.64
"68",67,0.65
"69",68,0.62
"70",69,0.62
"71",70,0.64
"72",71,0.71
"73",72,0.66
"74",73,0.61
"75",74,0.57
"76",75,0.56
"77",76,0.57
"78",77,0.68
"79",78,0.68
"80",79,0.7
"81",80,0.67
"82",81,0.66
"83",82,0.68
"84",83,0.69
"85",84,0.6
"86",85,0.65
"87",86,0.64
"88",87,0.59
"89",88,0.63
"90",89,0.63
"91",90,0.65
"92",91,0.65
"93",92,0.63
"94",93,0.59
"95",94,0.54
"96",95,0.59
"97",96,0.55
"98",97,0.5
"99",98,0.53
"100",99,0.49
"101",100,0.47
