"","krok","proc_chorych"
"1",0,0.22
"2",1,0.25
"3",2,0.35
"4",3,0.38
"5",4,0.39
"6",5,0.44
"7",6,0.48
"8",7,0.54
"9",8,0.56
"10",9,0.58
"11",10,0.57
"12",11,0.56
"13",12,0.52
"14",13,0.56
"15",14,0.6
"16",15,0.59
"17",16,0.63
"18",17,0.62
"19",18,0.62
"20",19,0.62
"21",20,0.6
"22",21,0.59
"23",22,0.58
"24",23,0.6
"25",24,0.6
"26",25,0.57
"27",26,0.6
"28",27,0.63
"29",28,0.65
"30",29,0.67
"31",30,0.61
"32",31,0.62
"33",32,0.64
"34",33,0.64
"35",34,0.65
"36",35,0.67
"37",36,0.64
"38",37,0.61
"39",38,0.56
"40",39,0.59
"41",40,0.57
"42",41,0.55
"43",42,0.58
"44",43,0.63
"45",44,0.55
"46",45,0.57
"47",46,0.63
"48",47,0.67
"49",48,0.67
"50",49,0.7
"51",50,0.67
"52",51,0.69
"53",52,0.68
"54",53,0.67
"55",54,0.59
"56",55,0.63
"57",56,0.6
"58",57,0.58
"59",58,0.59
"60",59,0.58
"61",60,0.62
"62",61,0.61
"63",62,0.62
"64",63,0.63
"65",64,0.63
"66",65,0.64
"67",66,0.62
"68",67,0.59
"69",68,0.57
"70",69,0.58
"71",70,0.64
"72",71,0.62
"73",72,0.6
"74",73,0.64
"75",74,0.64
"76",75,0.64
"77",76,0.61
"78",77,0.66
"79",78,0.7
"80",79,0.67
"81",80,0.65
"82",81,0.6
"83",82,0.69
"84",83,0.71
"85",84,0.66
"86",85,0.65
"87",86,0.61
"88",87,0.66
"89",88,0.71
"90",89,0.71
"91",90,0.65
"92",91,0.69
"93",92,0.67
"94",93,0.65
"95",94,0.61
"96",95,0.61
"97",96,0.65
"98",97,0.61
"99",98,0.6
"100",99,0.63
"101",100,0.59
