"","krok","proc_chorych"
"1",0,0.03
"2",1,0.04
"3",2,0.08
"4",3,0.15
"5",4,0.22
"6",5,0.39
"7",6,0.46
"8",7,0.55
"9",8,0.63
"10",9,0.64
"11",10,0.72
"12",11,0.74
"13",12,0.72
"14",13,0.75
"15",14,0.81
"16",15,0.79
"17",16,0.82
"18",17,0.79
"19",18,0.77
"20",19,0.77
"21",20,0.77
"22",21,0.85
"23",22,0.81
"24",23,0.77
"25",24,0.8
"26",25,0.8
"27",26,0.84
"28",27,0.84
"29",28,0.83
"30",29,0.76
"31",30,0.72
"32",31,0.8
"33",32,0.77
"34",33,0.79
"35",34,0.81
"36",35,0.85
"37",36,0.86
"38",37,0.85
"39",38,0.87
"40",39,0.83
"41",40,0.84
"42",41,0.86
"43",42,0.9
"44",43,0.89
"45",44,0.85
"46",45,0.88
"47",46,0.85
"48",47,0.86
"49",48,0.79
"50",49,0.84
"51",50,0.84
"52",51,0.87
"53",52,0.82
"54",53,0.83
"55",54,0.85
"56",55,0.83
"57",56,0.85
"58",57,0.82
"59",58,0.78
"60",59,0.81
"61",60,0.8
"62",61,0.88
"63",62,0.91
"64",63,0.93
"65",64,0.93
"66",65,0.81
"67",66,0.82
"68",67,0.82
"69",68,0.79
"70",69,0.82
"71",70,0.76
"72",71,0.75
"73",72,0.78
"74",73,0.77
"75",74,0.81
"76",75,0.86
"77",76,0.84
"78",77,0.81
"79",78,0.76
"80",79,0.81
"81",80,0.78
"82",81,0.8
"83",82,0.83
"84",83,0.86
"85",84,0.76
"86",85,0.76
"87",86,0.82
"88",87,0.82
"89",88,0.85
"90",89,0.89
"91",90,0.91
"92",91,0.88
"93",92,0.84
"94",93,0.84
"95",94,0.86
"96",95,0.89
"97",96,0.9
"98",97,0.88
"99",98,0.88
"100",99,0.84
"101",100,0.84
