"","krok","proc_chorych"
"1",0,0.053
"2",1,0.229
"3",2,0.32
"4",3,0.361
"5",4,0.367
"6",5,0.345
"7",6,0.367
"8",7,0.361
"9",8,0.361
"10",9,0.361
"11",10,0.362
"12",11,0.37
"13",12,0.355
"14",13,0.371
"15",14,0.375
"16",15,0.34
"17",16,0.356
"18",17,0.352
"19",18,0.356
"20",19,0.377
"21",20,0.391
"22",21,0.374
"23",22,0.38
"24",23,0.397
"25",24,0.379
"26",25,0.353
"27",26,0.341
"28",27,0.364
"29",28,0.352
"30",29,0.363
"31",30,0.379
"32",31,0.347
"33",32,0.361
"34",33,0.387
"35",34,0.379
"36",35,0.39
"37",36,0.388
"38",37,0.4
"39",38,0.375
"40",39,0.358
"41",40,0.386
"42",41,0.333
"43",42,0.36
"44",43,0.38
"45",44,0.363
"46",45,0.368
"47",46,0.37
"48",47,0.363
"49",48,0.366
"50",49,0.355
"51",50,0.369
"52",51,0.374
"53",52,0.351
"54",53,0.385
"55",54,0.383
"56",55,0.365
"57",56,0.35
"58",57,0.337
"59",58,0.359
"60",59,0.369
"61",60,0.363
"62",61,0.379
"63",62,0.371
"64",63,0.39
"65",64,0.347
"66",65,0.33
"67",66,0.385
"68",67,0.404
"69",68,0.371
"70",69,0.383
"71",70,0.386
"72",71,0.37
"73",72,0.38
"74",73,0.38
"75",74,0.37
"76",75,0.365
"77",76,0.398
"78",77,0.363
"79",78,0.373
"80",79,0.403
"81",80,0.385
"82",81,0.367
"83",82,0.381
"84",83,0.353
"85",84,0.342
"86",85,0.363
"87",86,0.341
"88",87,0.346
"89",88,0.36
"90",89,0.354
"91",90,0.338
"92",91,0.349
"93",92,0.345
"94",93,0.361
"95",94,0.356
"96",95,0.363
"97",96,0.375
"98",97,0.362
"99",98,0.378
"100",99,0.353
"101",100,0.338
