"","krok","proc_chorych"
"1",0,0.056
"2",1,0.296
"3",2,0.424
"4",3,0.434
"5",4,0.441
"6",5,0.445
"7",6,0.44
"8",7,0.439
"9",8,0.448
"10",9,0.414
"11",10,0.393
"12",11,0.42
"13",12,0.425
"14",13,0.413
"15",14,0.395
"16",15,0.401
"17",16,0.426
"18",17,0.441
"19",18,0.452
"20",19,0.437
"21",20,0.416
"22",21,0.436
"23",22,0.418
"24",23,0.42
"25",24,0.409
"26",25,0.467
"27",26,0.442
"28",27,0.435
"29",28,0.431
"30",29,0.455
"31",30,0.432
"32",31,0.442
"33",32,0.433
"34",33,0.438
"35",34,0.439
"36",35,0.416
"37",36,0.424
"38",37,0.434
"39",38,0.423
"40",39,0.401
"41",40,0.416
"42",41,0.409
"43",42,0.43
"44",43,0.414
"45",44,0.446
"46",45,0.439
"47",46,0.427
"48",47,0.425
"49",48,0.434
"50",49,0.433
"51",50,0.435
"52",51,0.44
"53",52,0.413
"54",53,0.416
"55",54,0.418
"56",55,0.406
"57",56,0.42
"58",57,0.43
"59",58,0.412
"60",59,0.44
"61",60,0.431
"62",61,0.41
"63",62,0.404
"64",63,0.388
"65",64,0.427
"66",65,0.406
"67",66,0.434
"68",67,0.42
"69",68,0.423
"70",69,0.435
"71",70,0.429
"72",71,0.422
"73",72,0.417
"74",73,0.427
"75",74,0.452
"76",75,0.422
"77",76,0.4
"78",77,0.432
"79",78,0.432
"80",79,0.421
"81",80,0.406
"82",81,0.42
"83",82,0.427
"84",83,0.419
"85",84,0.447
"86",85,0.432
"87",86,0.436
"88",87,0.444
"89",88,0.425
"90",89,0.418
"91",90,0.438
"92",91,0.413
"93",92,0.459
"94",93,0.459
"95",94,0.451
"96",95,0.431
"97",96,0.433
"98",97,0.443
"99",98,0.432
"100",99,0.448
"101",100,0.417
