"","krok","proc_chorych"
"1",0,0.11
"2",1,0.28
"3",2,0.55
"4",3,0.78
"5",4,0.82
"6",5,0.78
"7",6,0.87
"8",7,0.89
"9",8,0.9
"10",9,0.89
"11",10,0.85
"12",11,0.9
"13",12,0.91
"14",13,0.93
"15",14,0.89
"16",15,0.87
"17",16,0.87
"18",17,0.82
"19",18,0.81
"20",19,0.83
"21",20,0.85
"22",21,0.8
"23",22,0.9
"24",23,0.86
"25",24,0.87
"26",25,0.84
"27",26,0.84
"28",27,0.84
"29",28,0.91
"30",29,0.93
"31",30,0.85
"32",31,0.86
"33",32,0.89
"34",33,0.92
"35",34,0.84
"36",35,0.94
"37",36,0.92
"38",37,0.89
"39",38,0.84
"40",39,0.87
"41",40,0.91
"42",41,0.83
"43",42,0.84
"44",43,0.89
"45",44,0.9
"46",45,0.87
"47",46,0.88
"48",47,0.88
"49",48,0.86
"50",49,0.92
"51",50,0.89
"52",51,0.8
"53",52,0.84
"54",53,0.88
"55",54,0.9
"56",55,0.91
"57",56,0.88
"58",57,0.9
"59",58,0.87
"60",59,0.85
"61",60,0.85
"62",61,0.85
"63",62,0.85
"64",63,0.87
"65",64,0.9
"66",65,0.88
"67",66,0.93
"68",67,0.79
"69",68,0.85
"70",69,0.86
"71",70,0.85
"72",71,0.82
"73",72,0.85
"74",73,0.85
"75",74,0.88
"76",75,0.87
"77",76,0.89
"78",77,0.81
"79",78,0.82
"80",79,0.8
"81",80,0.84
"82",81,0.82
"83",82,0.86
"84",83,0.86
"85",84,0.79
"86",85,0.82
"87",86,0.81
"88",87,0.8
"89",88,0.88
"90",89,0.88
"91",90,0.9
"92",91,0.89
"93",92,0.93
"94",93,0.93
"95",94,0.84
"96",95,0.83
"97",96,0.86
"98",97,0.9
"99",98,0.84
"100",99,0.87
"101",100,0.85
