"","krok","proc_chorych"
"1",0,0.2
"2",1,0.55
"3",2,0.62
"4",3,0.67
"5",4,0.7
"6",5,0.69
"7",6,0.71
"8",7,0.75
"9",8,0.77
"10",9,0.74
"11",10,0.83
"12",11,0.84
"13",12,0.8
"14",13,0.82
"15",14,0.84
"16",15,0.8
"17",16,0.87
"18",17,0.84
"19",18,0.83
"20",19,0.82
"21",20,0.78
"22",21,0.83
"23",22,0.79
"24",23,0.79
"25",24,0.77
"26",25,0.75
"27",26,0.74
"28",27,0.72
"29",28,0.78
"30",29,0.84
"31",30,0.85
"32",31,0.84
"33",32,0.79
"34",33,0.82
"35",34,0.81
"36",35,0.83
"37",36,0.84
"38",37,0.79
"39",38,0.82
"40",39,0.8
"41",40,0.85
"42",41,0.79
"43",42,0.8
"44",43,0.7
"45",44,0.74
"46",45,0.78
"47",46,0.82
"48",47,0.81
"49",48,0.72
"50",49,0.8
"51",50,0.83
"52",51,0.83
"53",52,0.81
"54",53,0.73
"55",54,0.73
"56",55,0.81
"57",56,0.76
"58",57,0.76
"59",58,0.8
"60",59,0.73
"61",60,0.77
"62",61,0.79
"63",62,0.82
"64",63,0.79
"65",64,0.76
"66",65,0.76
"67",66,0.74
"68",67,0.76
"69",68,0.77
"70",69,0.74
"71",70,0.8
"72",71,0.79
"73",72,0.74
"74",73,0.71
"75",74,0.77
"76",75,0.77
"77",76,0.85
"78",77,0.8
"79",78,0.79
"80",79,0.82
"81",80,0.8
"82",81,0.8
"83",82,0.77
"84",83,0.82
"85",84,0.87
"86",85,0.84
"87",86,0.82
"88",87,0.79
"89",88,0.8
"90",89,0.86
"91",90,0.85
"92",91,0.85
"93",92,0.79
"94",93,0.79
"95",94,0.81
"96",95,0.77
"97",96,0.81
"98",97,0.75
"99",98,0.81
"100",99,0.77
"101",100,0.81
