"","krok","proc_chorych"
"1",0,0.06
"2",1,0.11
"3",2,0.21
"4",3,0.33
"5",4,0.44
"6",5,0.61
"7",6,0.63
"8",7,0.78
"9",8,0.88
"10",9,0.88
"11",10,0.87
"12",11,0.89
"13",12,0.89
"14",13,0.88
"15",14,0.79
"16",15,0.84
"17",16,0.84
"18",17,0.87
"19",18,0.84
"20",19,0.85
"21",20,0.88
"22",21,0.9
"23",22,0.85
"24",23,0.8
"25",24,0.87
"26",25,0.87
"27",26,0.9
"28",27,0.84
"29",28,0.78
"30",29,0.79
"31",30,0.83
"32",31,0.86
"33",32,0.84
"34",33,0.83
"35",34,0.88
"36",35,0.87
"37",36,0.83
"38",37,0.85
"39",38,0.86
"40",39,0.89
"41",40,0.9
"42",41,0.88
"43",42,0.87
"44",43,0.89
"45",44,0.88
"46",45,0.89
"47",46,0.84
"48",47,0.79
"49",48,0.77
"50",49,0.78
"51",50,0.85
"52",51,0.86
"53",52,0.83
"54",53,0.82
"55",54,0.88
"56",55,0.86
"57",56,0.8
"58",57,0.84
"59",58,0.88
"60",59,0.81
"61",60,0.84
"62",61,0.87
"63",62,0.84
"64",63,0.94
"65",64,0.88
"66",65,0.84
"67",66,0.85
"68",67,0.85
"69",68,0.81
"70",69,0.81
"71",70,0.85
"72",71,0.81
"73",72,0.85
"74",73,0.8
"75",74,0.81
"76",75,0.84
"77",76,0.84
"78",77,0.9
"79",78,0.85
"80",79,0.81
"81",80,0.86
"82",81,0.85
"83",82,0.88
"84",83,0.86
"85",84,0.86
"86",85,0.84
"87",86,0.84
"88",87,0.82
"89",88,0.84
"90",89,0.76
"91",90,0.76
"92",91,0.81
"93",92,0.78
"94",93,0.79
"95",94,0.81
"96",95,0.83
"97",96,0.82
"98",97,0.8
"99",98,0.86
"100",99,0.9
"101",100,0.83
