"","krok","proc_chorych"
"1",0,0.0556640625
"2",1,0.1171875
"3",2,0.1962890625
"4",3,0.2705078125
"5",4,0.3642578125
"6",5,0.4677734375
"7",6,0.5703125
"8",7,0.6591796875
"9",8,0.744140625
"10",9,0.810546875
"11",10,0.85546875
"12",11,0.8994140625
"13",12,0.935546875
"14",13,0.9560546875
"15",14,0.970703125
"16",15,0.9765625
"17",16,0.98046875
"18",17,0.986328125
"19",18,0.990234375
"20",19,0.9912109375
"21",20,0.994140625
"22",21,0.99609375
"23",22,0.99609375
"24",23,0.998046875
"25",24,0.9990234375
"26",25,0.9990234375
"27",26,0.9990234375
"28",27,1
"29",28,1
"30",29,1
"31",30,1
"32",31,1
"33",32,1
"34",33,1
"35",34,1
"36",35,1
"37",36,1
"38",37,1
"39",38,1
"40",39,1
"41",40,1
"42",41,1
"43",42,1
"44",43,1
"45",44,1
"46",45,1
"47",46,1
"48",47,1
"49",48,1
"50",49,1
"51",50,1
"52",51,1
"53",52,1
"54",53,1
"55",54,1
"56",55,1
"57",56,1
"58",57,1
"59",58,1
"60",59,1
"61",60,1
"62",61,1
"63",62,1
"64",63,1
"65",64,1
"66",65,1
"67",66,1
"68",67,1
"69",68,1
"70",69,1
"71",70,1
"72",71,1
"73",72,1
"74",73,1
"75",74,1
"76",75,1
"77",76,1
"78",77,1
"79",78,1
"80",79,1
"81",80,1
"82",81,1
"83",82,1
"84",83,1
"85",84,1
"86",85,1
"87",86,1
"88",87,1
"89",88,1
"90",89,1
"91",90,1
"92",91,1
"93",92,1
"94",93,1
"95",94,1
"96",95,1
"97",96,1
"98",97,1
"99",98,1
"100",99,1
"101",100,1
