"","krok","proc_chorych"
"1",0,0.055
"2",1,0.357
"3",2,0.432
"4",3,0.462
"5",4,0.461
"6",5,0.45
"7",6,0.49
"8",7,0.49
"9",8,0.463
"10",9,0.485
"11",10,0.476
"12",11,0.468
"13",12,0.482
"14",13,0.476
"15",14,0.481
"16",15,0.47
"17",16,0.449
"18",17,0.461
"19",18,0.481
"20",19,0.485
"21",20,0.461
"22",21,0.474
"23",22,0.47
"24",23,0.484
"25",24,0.49
"26",25,0.466
"27",26,0.475
"28",27,0.467
"29",28,0.471
"30",29,0.471
"31",30,0.465
"32",31,0.461
"33",32,0.474
"34",33,0.479
"35",34,0.471
"36",35,0.484
"37",36,0.501
"38",37,0.47
"39",38,0.455
"40",39,0.477
"41",40,0.468
"42",41,0.49
"43",42,0.473
"44",43,0.48
"45",44,0.475
"46",45,0.477
"47",46,0.462
"48",47,0.488
"49",48,0.478
"50",49,0.466
"51",50,0.476
"52",51,0.469
"53",52,0.497
"54",53,0.495
"55",54,0.469
"56",55,0.456
"57",56,0.464
"58",57,0.452
"59",58,0.463
"60",59,0.455
"61",60,0.482
"62",61,0.445
"63",62,0.463
"64",63,0.467
"65",64,0.492
"66",65,0.453
"67",66,0.462
"68",67,0.455
"69",68,0.466
"70",69,0.49
"71",70,0.491
"72",71,0.48
"73",72,0.506
"74",73,0.481
"75",74,0.479
"76",75,0.451
"77",76,0.468
"78",77,0.475
"79",78,0.445
"80",79,0.464
"81",80,0.471
"82",81,0.474
"83",82,0.458
"84",83,0.466
"85",84,0.463
"86",85,0.452
"87",86,0.486
"88",87,0.504
"89",88,0.451
"90",89,0.487
"91",90,0.476
"92",91,0.46
"93",92,0.456
"94",93,0.459
"95",94,0.479
"96",95,0.503
"97",96,0.47
"98",97,0.48
"99",98,0.457
"100",99,0.461
"101",100,0.465
