"","krok","proc_chorych"
"1",0,0.055
"2",1,0.1
"3",2,0.126
"4",3,0.118
"5",4,0.127
"6",5,0.111
"7",6,0.114
"8",7,0.126
"9",8,0.117
"10",9,0.114
"11",10,0.104
"12",11,0.101
"13",12,0.111
"14",13,0.106
"15",14,0.112
"16",15,0.129
"17",16,0.125
"18",17,0.125
"19",18,0.105
"20",19,0.121
"21",20,0.109
"22",21,0.113
"23",22,0.126
"24",23,0.115
"25",24,0.109
"26",25,0.119
"27",26,0.112
"28",27,0.125
"29",28,0.113
"30",29,0.1
"31",30,0.13
"32",31,0.124
"33",32,0.141
"34",33,0.121
"35",34,0.123
"36",35,0.127
"37",36,0.111
"38",37,0.11
"39",38,0.123
"40",39,0.132
"41",40,0.122
"42",41,0.102
"43",42,0.105
"44",43,0.121
"45",44,0.127
"46",45,0.1
"47",46,0.107
"48",47,0.116
"49",48,0.109
"50",49,0.122
"51",50,0.118
"52",51,0.126
"53",52,0.114
"54",53,0.119
"55",54,0.132
"56",55,0.107
"57",56,0.12
"58",57,0.119
"59",58,0.11
"60",59,0.121
"61",60,0.117
"62",61,0.131
"63",62,0.123
"64",63,0.108
"65",64,0.11
"66",65,0.112
"67",66,0.122
"68",67,0.137
"69",68,0.122
"70",69,0.12
"71",70,0.117
"72",71,0.125
"73",72,0.108
"74",73,0.104
"75",74,0.131
"76",75,0.123
"77",76,0.133
"78",77,0.12
"79",78,0.132
"80",79,0.119
"81",80,0.119
"82",81,0.127
"83",82,0.117
"84",83,0.12
"85",84,0.115
"86",85,0.132
"87",86,0.114
"88",87,0.096
"89",88,0.117
"90",89,0.117
"91",90,0.113
"92",91,0.116
"93",92,0.119
"94",93,0.13
"95",94,0.107
"96",95,0.118
"97",96,0.122
"98",97,0.121
"99",98,0.116
"100",99,0.132
"101",100,0.098
