"","krok","proc_chorych"
"1",0,0.042
"2",1,0.465
"3",2,0.489
"4",3,0.507
"5",4,0.517
"6",5,0.503
"7",6,0.513
"8",7,0.541
"9",8,0.505
"10",9,0.508
"11",10,0.493
"12",11,0.491
"13",12,0.478
"14",13,0.518
"15",14,0.509
"16",15,0.506
"17",16,0.551
"18",17,0.508
"19",18,0.522
"20",19,0.523
"21",20,0.527
"22",21,0.492
"23",22,0.511
"24",23,0.524
"25",24,0.512
"26",25,0.524
"27",26,0.53
"28",27,0.505
"29",28,0.529
"30",29,0.483
"31",30,0.5
"32",31,0.521
"33",32,0.5
"34",33,0.519
"35",34,0.522
"36",35,0.51
"37",36,0.514
"38",37,0.494
"39",38,0.484
"40",39,0.5
"41",40,0.501
"42",41,0.534
"43",42,0.497
"44",43,0.501
"45",44,0.517
"46",45,0.501
"47",46,0.529
"48",47,0.521
"49",48,0.532
"50",49,0.491
"51",50,0.501
"52",51,0.518
"53",52,0.494
"54",53,0.522
"55",54,0.544
"56",55,0.516
"57",56,0.511
"58",57,0.507
"59",58,0.493
"60",59,0.507
"61",60,0.548
"62",61,0.524
"63",62,0.523
"64",63,0.525
"65",64,0.518
"66",65,0.52
"67",66,0.495
"68",67,0.533
"69",68,0.516
"70",69,0.519
"71",70,0.52
"72",71,0.506
"73",72,0.513
"74",73,0.538
"75",74,0.5
"76",75,0.51
"77",76,0.502
"78",77,0.487
"79",78,0.505
"80",79,0.515
"81",80,0.52
"82",81,0.486
"83",82,0.472
"84",83,0.494
"85",84,0.518
"86",85,0.519
"87",86,0.53
"88",87,0.515
"89",88,0.531
"90",89,0.528
"91",90,0.525
"92",91,0.531
"93",92,0.53
"94",93,0.518
"95",94,0.501
"96",95,0.508
"97",96,0.512
"98",97,0.512
"99",98,0.488
"100",99,0.509
"101",100,0.517
