"","krok","proc_chorych"
"1",0,0.05
"2",1,0.12
"3",2,0.25
"4",3,0.41
"5",4,0.55
"6",5,0.62
"7",6,0.68
"8",7,0.76
"9",8,0.77
"10",9,0.84
"11",10,0.9
"12",11,0.85
"13",12,0.86
"14",13,0.85
"15",14,0.84
"16",15,0.91
"17",16,0.84
"18",17,0.8
"19",18,0.89
"20",19,0.88
"21",20,0.85
"22",21,0.92
"23",22,0.9
"24",23,0.87
"25",24,0.87
"26",25,0.85
"27",26,0.87
"28",27,0.91
"29",28,0.9
"30",29,0.9
"31",30,0.88
"32",31,0.86
"33",32,0.89
"34",33,0.93
"35",34,0.88
"36",35,0.9
"37",36,0.82
"38",37,0.81
"39",38,0.85
"40",39,0.91
"41",40,0.84
"42",41,0.84
"43",42,0.84
"44",43,0.91
"45",44,0.9
"46",45,0.87
"47",46,0.87
"48",47,0.93
"49",48,0.93
"50",49,0.79
"51",50,0.84
"52",51,0.87
"53",52,0.91
"54",53,0.85
"55",54,0.8
"56",55,0.81
"57",56,0.9
"58",57,0.89
"59",58,0.83
"60",59,0.88
"61",60,0.83
"62",61,0.8
"63",62,0.82
"64",63,0.88
"65",64,0.92
"66",65,0.87
"67",66,0.88
"68",67,0.83
"69",68,0.93
"70",69,0.93
"71",70,0.92
"72",71,0.87
"73",72,0.87
"74",73,0.93
"75",74,0.88
"76",75,0.85
"77",76,0.86
"78",77,0.9
"79",78,0.83
"80",79,0.82
"81",80,0.83
"82",81,0.92
"83",82,0.86
"84",83,0.9
"85",84,0.86
"86",85,0.87
"87",86,0.83
"88",87,0.82
"89",88,0.84
"90",89,0.89
"91",90,0.84
"92",91,0.85
"93",92,0.83
"94",93,0.91
"95",94,0.86
"96",95,0.93
"97",96,0.93
"98",97,0.9
"99",98,0.91
"100",99,0.86
"101",100,0.85
