"","krok","proc_chorych"
"1",0,0.055
"2",1,0.648
"3",2,0.739
"4",3,0.781
"5",4,0.777
"6",5,0.765
"7",6,0.757
"8",7,0.755
"9",8,0.77
"10",9,0.771
"11",10,0.757
"12",11,0.779
"13",12,0.779
"14",13,0.74
"15",14,0.761
"16",15,0.759
"17",16,0.794
"18",17,0.76
"19",18,0.769
"20",19,0.744
"21",20,0.752
"22",21,0.782
"23",22,0.768
"24",23,0.773
"25",24,0.762
"26",25,0.777
"27",26,0.767
"28",27,0.773
"29",28,0.778
"30",29,0.766
"31",30,0.757
"32",31,0.755
"33",32,0.739
"34",33,0.762
"35",34,0.763
"36",35,0.766
"37",36,0.739
"38",37,0.774
"39",38,0.745
"40",39,0.755
"41",40,0.755
"42",41,0.756
"43",42,0.744
"44",43,0.759
"45",44,0.755
"46",45,0.772
"47",46,0.751
"48",47,0.741
"49",48,0.75
"50",49,0.751
"51",50,0.758
"52",51,0.74
"53",52,0.765
"54",53,0.756
"55",54,0.75
"56",55,0.776
"57",56,0.777
"58",57,0.765
"59",58,0.756
"60",59,0.762
"61",60,0.777
"62",61,0.771
"63",62,0.771
"64",63,0.771
"65",64,0.765
"66",65,0.768
"67",66,0.781
"68",67,0.777
"69",68,0.749
"70",69,0.756
"71",70,0.743
"72",71,0.766
"73",72,0.756
"74",73,0.765
"75",74,0.77
"76",75,0.757
"77",76,0.754
"78",77,0.763
"79",78,0.774
"80",79,0.763
"81",80,0.762
"82",81,0.759
"83",82,0.766
"84",83,0.762
"85",84,0.771
"86",85,0.745
"87",86,0.787
"88",87,0.782
"89",88,0.763
"90",89,0.753
"91",90,0.756
"92",91,0.784
"93",92,0.785
"94",93,0.764
"95",94,0.754
"96",95,0.77
"97",96,0.774
"98",97,0.749
"99",98,0.736
"100",99,0.768
"101",100,0.769
