"","krok","proc_chorych"
"1",0,0.064
"2",1,0.206
"3",2,0.237
"4",3,0.217
"5",4,0.225
"6",5,0.212
"7",6,0.222
"8",7,0.275
"9",8,0.25
"10",9,0.211
"11",10,0.239
"12",11,0.236
"13",12,0.241
"14",13,0.213
"15",14,0.259
"16",15,0.229
"17",16,0.226
"18",17,0.208
"19",18,0.244
"20",19,0.237
"21",20,0.241
"22",21,0.248
"23",22,0.249
"24",23,0.235
"25",24,0.219
"26",25,0.223
"27",26,0.216
"28",27,0.218
"29",28,0.208
"30",29,0.238
"31",30,0.218
"32",31,0.21
"33",32,0.233
"34",33,0.24
"35",34,0.233
"36",35,0.25
"37",36,0.24
"38",37,0.22
"39",38,0.223
"40",39,0.223
"41",40,0.229
"42",41,0.215
"43",42,0.216
"44",43,0.24
"45",44,0.224
"46",45,0.236
"47",46,0.221
"48",47,0.23
"49",48,0.243
"50",49,0.229
"51",50,0.224
"52",51,0.2
"53",52,0.241
"54",53,0.232
"55",54,0.228
"56",55,0.227
"57",56,0.228
"58",57,0.252
"59",58,0.223
"60",59,0.251
"61",60,0.234
"62",61,0.221
"63",62,0.243
"64",63,0.235
"65",64,0.242
"66",65,0.235
"67",66,0.238
"68",67,0.227
"69",68,0.234
"70",69,0.227
"71",70,0.241
"72",71,0.229
"73",72,0.237
"74",73,0.225
"75",74,0.243
"76",75,0.225
"77",76,0.231
"78",77,0.227
"79",78,0.246
"80",79,0.254
"81",80,0.21
"82",81,0.205
"83",82,0.226
"84",83,0.275
"85",84,0.262
"86",85,0.223
"87",86,0.245
"88",87,0.249
"89",88,0.25
"90",89,0.229
"91",90,0.243
"92",91,0.231
"93",92,0.243
"94",93,0.227
"95",94,0.232
"96",95,0.23
"97",96,0.222
"98",97,0.233
"99",98,0.239
"100",99,0.25
"101",100,0.242
