"","krok","proc_chorych"
"1",0,0.041
"2",1,0.182
"3",2,0.164
"4",3,0.171
"5",4,0.178
"6",5,0.176
"7",6,0.155
"8",7,0.181
"9",8,0.18
"10",9,0.193
"11",10,0.189
"12",11,0.178
"13",12,0.185
"14",13,0.169
"15",14,0.175
"16",15,0.183
"17",16,0.17
"18",17,0.196
"19",18,0.176
"20",19,0.17
"21",20,0.143
"22",21,0.154
"23",22,0.191
"24",23,0.169
"25",24,0.184
"26",25,0.185
"27",26,0.184
"28",27,0.197
"29",28,0.184
"30",29,0.169
"31",30,0.16
"32",31,0.186
"33",32,0.163
"34",33,0.164
"35",34,0.18
"36",35,0.194
"37",36,0.2
"38",37,0.159
"39",38,0.169
"40",39,0.15
"41",40,0.19
"42",41,0.164
"43",42,0.185
"44",43,0.163
"45",44,0.169
"46",45,0.18
"47",46,0.195
"48",47,0.187
"49",48,0.187
"50",49,0.173
"51",50,0.169
"52",51,0.162
"53",52,0.163
"54",53,0.177
"55",54,0.197
"56",55,0.193
"57",56,0.176
"58",57,0.181
"59",58,0.183
"60",59,0.184
"61",60,0.154
"62",61,0.164
"63",62,0.18
"64",63,0.187
"65",64,0.178
"66",65,0.183
"67",66,0.191
"68",67,0.172
"69",68,0.17
"70",69,0.18
"71",70,0.2
"72",71,0.186
"73",72,0.184
"74",73,0.174
"75",74,0.176
"76",75,0.186
"77",76,0.176
"78",77,0.168
"79",78,0.145
"80",79,0.167
"81",80,0.183
"82",81,0.174
"83",82,0.165
"84",83,0.181
"85",84,0.205
"86",85,0.168
"87",86,0.191
"88",87,0.177
"89",88,0.188
"90",89,0.176
"91",90,0.171
"92",91,0.172
"93",92,0.175
"94",93,0.197
"95",94,0.18
"96",95,0.193
"97",96,0.185
"98",97,0.156
"99",98,0.186
"100",99,0.172
"101",100,0.185
