"","krok","proc_chorych"
"1",0,0.06
"2",1,0.1
"3",2,0.16
"4",3,0.15
"5",4,0.23
"6",5,0.26
"7",6,0.36
"8",7,0.39
"9",8,0.44
"10",9,0.51
"11",10,0.51
"12",11,0.51
"13",12,0.48
"14",13,0.48
"15",14,0.52
"16",15,0.53
"17",16,0.52
"18",17,0.58
"19",18,0.56
"20",19,0.57
"21",20,0.54
"22",21,0.52
"23",22,0.54
"24",23,0.56
"25",24,0.51
"26",25,0.5
"27",26,0.49
"28",27,0.5
"29",28,0.55
"30",29,0.56
"31",30,0.61
"32",31,0.66
"33",32,0.65
"34",33,0.68
"35",34,0.71
"36",35,0.68
"37",36,0.7
"38",37,0.67
"39",38,0.61
"40",39,0.6
"41",40,0.61
"42",41,0.58
"43",42,0.6
"44",43,0.61
"45",44,0.61
"46",45,0.63
"47",46,0.6
"48",47,0.62
"49",48,0.6
"50",49,0.59
"51",50,0.64
"52",51,0.63
"53",52,0.62
"54",53,0.58
"55",54,0.54
"56",55,0.61
"57",56,0.63
"58",57,0.59
"59",58,0.59
"60",59,0.64
"61",60,0.66
"62",61,0.7
"63",62,0.7
"64",63,0.66
"65",64,0.65
"66",65,0.66
"67",66,0.7
"68",67,0.72
"69",68,0.72
"70",69,0.66
"71",70,0.62
"72",71,0.61
"73",72,0.59
"74",73,0.6
"75",74,0.57
"76",75,0.59
"77",76,0.61
"78",77,0.61
"79",78,0.59
"80",79,0.65
"81",80,0.65
"82",81,0.69
"83",82,0.67
"84",83,0.64
"85",84,0.62
"86",85,0.64
"87",86,0.55
"88",87,0.54
"89",88,0.56
"90",89,0.59
"91",90,0.62
"92",91,0.64
"93",92,0.64
"94",93,0.65
"95",94,0.63
"96",95,0.6
"97",96,0.63
"98",97,0.62
"99",98,0.54
"100",99,0.55
"101",100,0.56
