"","krok","proc_chorych"
"1",0,0.08
"2",1,0.42
"3",2,0.63
"4",3,0.68
"5",4,0.68
"6",5,0.75
"7",6,0.79
"8",7,0.82
"9",8,0.78
"10",9,0.74
"11",10,0.77
"12",11,0.73
"13",12,0.73
"14",13,0.76
"15",14,0.76
"16",15,0.81
"17",16,0.75
"18",17,0.74
"19",18,0.73
"20",19,0.78
"21",20,0.8
"22",21,0.79
"23",22,0.81
"24",23,0.85
"25",24,0.85
"26",25,0.91
"27",26,0.89
"28",27,0.86
"29",28,0.83
"30",29,0.85
"31",30,0.82
"32",31,0.8
"33",32,0.77
"34",33,0.85
"35",34,0.85
"36",35,0.82
"37",36,0.8
"38",37,0.83
"39",38,0.85
"40",39,0.79
"41",40,0.8
"42",41,0.75
"43",42,0.8
"44",43,0.8
"45",44,0.84
"46",45,0.84
"47",46,0.82
"48",47,0.81
"49",48,0.79
"50",49,0.75
"51",50,0.76
"52",51,0.71
"53",52,0.68
"54",53,0.78
"55",54,0.8
"56",55,0.86
"57",56,0.84
"58",57,0.76
"59",58,0.75
"60",59,0.8
"61",60,0.81
"62",61,0.76
"63",62,0.79
"64",63,0.78
"65",64,0.72
"66",65,0.74
"67",66,0.8
"68",67,0.86
"69",68,0.88
"70",69,0.78
"71",70,0.8
"72",71,0.8
"73",72,0.79
"74",73,0.82
"75",74,0.8
"76",75,0.83
"77",76,0.85
"78",77,0.88
"79",78,0.83
"80",79,0.8
"81",80,0.76
"82",81,0.76
"83",82,0.73
"84",83,0.76
"85",84,0.72
"86",85,0.72
"87",86,0.72
"88",87,0.76
"89",88,0.78
"90",89,0.81
"91",90,0.77
"92",91,0.75
"93",92,0.8
"94",93,0.83
"95",94,0.73
"96",95,0.79
"97",96,0.82
"98",97,0.84
"99",98,0.78
"100",99,0.75
"101",100,0.75
