"","krok","proc_chorych"
"1",0,0.1
"2",1,0.19
"3",2,0.27
"4",3,0.34
"5",4,0.37
"6",5,0.41
"7",6,0.43
"8",7,0.43
"9",8,0.47
"10",9,0.49
"11",10,0.5
"12",11,0.52
"13",12,0.49
"14",13,0.54
"15",14,0.56
"16",15,0.61
"17",16,0.56
"18",17,0.6
"19",18,0.64
"20",19,0.53
"21",20,0.5
"22",21,0.5
"23",22,0.55
"24",23,0.57
"25",24,0.59
"26",25,0.65
"27",26,0.68
"28",27,0.74
"29",28,0.75
"30",29,0.71
"31",30,0.68
"32",31,0.71
"33",32,0.72
"34",33,0.72
"35",34,0.72
"36",35,0.73
"37",36,0.7
"38",37,0.72
"39",38,0.68
"40",39,0.64
"41",40,0.62
"42",41,0.66
"43",42,0.69
"44",43,0.65
"45",44,0.65
"46",45,0.65
"47",46,0.65
"48",47,0.59
"49",48,0.58
"50",49,0.54
"51",50,0.62
"52",51,0.67
"53",52,0.68
"54",53,0.71
"55",54,0.65
"56",55,0.71
"57",56,0.71
"58",57,0.72
"59",58,0.73
"60",59,0.72
"61",60,0.75
"62",61,0.73
"63",62,0.71
"64",63,0.72
"65",64,0.7
"66",65,0.73
"67",66,0.71
"68",67,0.63
"69",68,0.57
"70",69,0.58
"71",70,0.64
"72",71,0.61
"73",72,0.65
"74",73,0.66
"75",74,0.63
"76",75,0.58
"77",76,0.6
"78",77,0.6
"79",78,0.64
"80",79,0.64
"81",80,0.68
"82",81,0.68
"83",82,0.69
"84",83,0.66
"85",84,0.68
"86",85,0.65
"87",86,0.7
"88",87,0.7
"89",88,0.68
"90",89,0.7
"91",90,0.71
"92",91,0.73
"93",92,0.77
"94",93,0.74
"95",94,0.77
"96",95,0.72
"97",96,0.72
"98",97,0.72
"99",98,0.67
"100",99,0.64
"101",100,0.71
