"","krok","proc_chorych"
"1",0,0.043
"2",1,0.119
"3",2,0.169
"4",3,0.209
"5",4,0.226
"6",5,0.221
"7",6,0.21
"8",7,0.212
"9",8,0.207
"10",9,0.209
"11",10,0.239
"12",11,0.233
"13",12,0.247
"14",13,0.226
"15",14,0.232
"16",15,0.24
"17",16,0.237
"18",17,0.26
"19",18,0.247
"20",19,0.237
"21",20,0.235
"22",21,0.241
"23",22,0.244
"24",23,0.243
"25",24,0.243
"26",25,0.229
"27",26,0.236
"28",27,0.215
"29",28,0.221
"30",29,0.228
"31",30,0.239
"32",31,0.238
"33",32,0.227
"34",33,0.225
"35",34,0.219
"36",35,0.216
"37",36,0.195
"38",37,0.228
"39",38,0.227
"40",39,0.226
"41",40,0.223
"42",41,0.234
"43",42,0.23
"44",43,0.225
"45",44,0.223
"46",45,0.222
"47",46,0.223
"48",47,0.226
"49",48,0.226
"50",49,0.239
"51",50,0.243
"52",51,0.223
"53",52,0.242
"54",53,0.255
"55",54,0.248
"56",55,0.243
"57",56,0.219
"58",57,0.211
"59",58,0.248
"60",59,0.242
"61",60,0.245
"62",61,0.255
"63",62,0.247
"64",63,0.221
"65",64,0.226
"66",65,0.243
"67",66,0.224
"68",67,0.229
"69",68,0.222
"70",69,0.236
"71",70,0.243
"72",71,0.234
"73",72,0.22
"74",73,0.231
"75",74,0.238
"76",75,0.233
"77",76,0.212
"78",77,0.223
"79",78,0.234
"80",79,0.223
"81",80,0.217
"82",81,0.23
"83",82,0.23
"84",83,0.227
"85",84,0.238
"86",85,0.243
"87",86,0.243
"88",87,0.239
"89",88,0.25
"90",89,0.243
"91",90,0.253
"92",91,0.238
"93",92,0.237
"94",93,0.23
"95",94,0.24
"96",95,0.232
"97",96,0.249
"98",97,0.211
"99",98,0.218
"100",99,0.222
"101",100,0.238
