"","krok","proc_chorych"
"1",0,0.045
"2",1,0.32
"3",2,0.417
"4",3,0.457
"5",4,0.469
"6",5,0.468
"7",6,0.49
"8",7,0.499
"9",8,0.464
"10",9,0.464
"11",10,0.468
"12",11,0.473
"13",12,0.458
"14",13,0.459
"15",14,0.464
"16",15,0.468
"17",16,0.498
"18",17,0.494
"19",18,0.465
"20",19,0.454
"21",20,0.48
"22",21,0.473
"23",22,0.485
"24",23,0.472
"25",24,0.469
"26",25,0.47
"27",26,0.476
"28",27,0.492
"29",28,0.466
"30",29,0.489
"31",30,0.504
"32",31,0.491
"33",32,0.483
"34",33,0.489
"35",34,0.504
"36",35,0.49
"37",36,0.485
"38",37,0.446
"39",38,0.503
"40",39,0.483
"41",40,0.496
"42",41,0.492
"43",42,0.501
"44",43,0.499
"45",44,0.474
"46",45,0.468
"47",46,0.502
"48",47,0.499
"49",48,0.491
"50",49,0.499
"51",50,0.492
"52",51,0.508
"53",52,0.483
"54",53,0.495
"55",54,0.495
"56",55,0.498
"57",56,0.486
"58",57,0.476
"59",58,0.481
"60",59,0.485
"61",60,0.476
"62",61,0.472
"63",62,0.494
"64",63,0.513
"65",64,0.504
"66",65,0.463
"67",66,0.474
"68",67,0.48
"69",68,0.478
"70",69,0.45
"71",70,0.483
"72",71,0.49
"73",72,0.501
"74",73,0.465
"75",74,0.452
"76",75,0.467
"77",76,0.487
"78",77,0.462
"79",78,0.484
"80",79,0.466
"81",80,0.45
"82",81,0.477
"83",82,0.468
"84",83,0.47
"85",84,0.461
"86",85,0.464
"87",86,0.484
"88",87,0.484
"89",88,0.465
"90",89,0.488
"91",90,0.465
"92",91,0.471
"93",92,0.463
"94",93,0.483
"95",94,0.466
"96",95,0.485
"97",96,0.477
"98",97,0.467
"99",98,0.483
"100",99,0.473
"101",100,0.477
