"","krok","proc_chorych"
"1",0,0.21
"2",1,0.29
"3",2,0.39
"4",3,0.51
"5",4,0.59
"6",5,0.62
"7",6,0.69
"8",7,0.83
"9",8,0.83
"10",9,0.87
"11",10,0.84
"12",11,0.79
"13",12,0.83
"14",13,0.86
"15",14,0.72
"16",15,0.8
"17",16,0.83
"18",17,0.83
"19",18,0.85
"20",19,0.8
"21",20,0.85
"22",21,0.8
"23",22,0.8
"24",23,0.78
"25",24,0.8
"26",25,0.77
"27",26,0.82
"28",27,0.86
"29",28,0.77
"30",29,0.81
"31",30,0.82
"32",31,0.89
"33",32,0.84
"34",33,0.82
"35",34,0.85
"36",35,0.79
"37",36,0.84
"38",37,0.87
"39",38,0.85
"40",39,0.8
"41",40,0.81
"42",41,0.83
"43",42,0.84
"44",43,0.87
"45",44,0.86
"46",45,0.86
"47",46,0.85
"48",47,0.85
"49",48,0.85
"50",49,0.83
"51",50,0.82
"52",51,0.82
"53",52,0.86
"54",53,0.88
"55",54,0.88
"56",55,0.85
"57",56,0.85
"58",57,0.84
"59",58,0.8
"60",59,0.82
"61",60,0.84
"62",61,0.86
"63",62,0.84
"64",63,0.88
"65",64,0.81
"66",65,0.79
"67",66,0.81
"68",67,0.85
"69",68,0.87
"70",69,0.81
"71",70,0.8
"72",71,0.86
"73",72,0.87
"74",73,0.87
"75",74,0.87
"76",75,0.86
"77",76,0.77
"78",77,0.8
"79",78,0.81
"80",79,0.87
"81",80,0.83
"82",81,0.84
"83",82,0.9
"84",83,0.87
"85",84,0.91
"86",85,0.91
"87",86,0.91
"88",87,0.77
"89",88,0.77
"90",89,0.78
"91",90,0.75
"92",91,0.75
"93",92,0.82
"94",93,0.84
"95",94,0.86
"96",95,0.79
"97",96,0.78
"98",97,0.77
"99",98,0.74
"100",99,0.72
"101",100,0.8
