"","krok","proc_chorych"
"1",0,0.0458984375
"2",1,0.0966796875
"3",2,0.154296875
"4",3,0.21875
"5",4,0.3095703125
"6",5,0.359375
"7",6,0.421875
"8",7,0.4658203125
"9",8,0.51171875
"10",9,0.5400390625
"11",10,0.564453125
"12",11,0.564453125
"13",12,0.5732421875
"14",13,0.5712890625
"15",14,0.572265625
"16",15,0.5595703125
"17",16,0.58984375
"18",17,0.583984375
"19",18,0.55078125
"20",19,0.5810546875
"21",20,0.5849609375
"22",21,0.5654296875
"23",22,0.5693359375
"24",23,0.55078125
"25",24,0.5859375
"26",25,0.59375
"27",26,0.5576171875
"28",27,0.552734375
"29",28,0.572265625
"30",29,0.5927734375
"31",30,0.5732421875
"32",31,0.5771484375
"33",32,0.609375
"34",33,0.603515625
"35",34,0.595703125
"36",35,0.58203125
"37",36,0.576171875
"38",37,0.5703125
"39",38,0.5771484375
"40",39,0.603515625
"41",40,0.595703125
"42",41,0.5859375
"43",42,0.560546875
"44",43,0.5791015625
"45",44,0.5498046875
"46",45,0.564453125
"47",46,0.6064453125
"48",47,0.58984375
"49",48,0.580078125
"50",49,0.583984375
"51",50,0.5625
"52",51,0.568359375
"53",52,0.5849609375
"54",53,0.607421875
"55",54,0.5810546875
"56",55,0.5634765625
"57",56,0.5712890625
"58",57,0.5654296875
"59",58,0.5751953125
"60",59,0.5751953125
"61",60,0.5947265625
"62",61,0.5615234375
"63",62,0.544921875
"64",63,0.591796875
"65",64,0.5654296875
"66",65,0.5703125
"67",66,0.568359375
"68",67,0.6015625
"69",68,0.576171875
"70",69,0.5625
"71",70,0.5849609375
"72",71,0.5673828125
"73",72,0.55859375
"74",73,0.5634765625
"75",74,0.6064453125
"76",75,0.537109375
"77",76,0.5537109375
"78",77,0.55859375
"79",78,0.568359375
"80",79,0.548828125
"81",80,0.5595703125
"82",81,0.552734375
"83",82,0.576171875
"84",83,0.595703125
"85",84,0.5869140625
"86",85,0.5791015625
"87",86,0.544921875
"88",87,0.5625
"89",88,0.5751953125
"90",89,0.5625
"91",90,0.572265625
"92",91,0.5673828125
"93",92,0.5498046875
"94",93,0.552734375
"95",94,0.568359375
"96",95,0.5732421875
"97",96,0.5556640625
"98",97,0.544921875
"99",98,0.5537109375
"100",99,0.55078125
"101",100,0.5693359375
