"","krok","proc_chorych"
"1",0,0.061
"2",1,0.497
"3",2,0.553
"4",3,0.545
"5",4,0.545
"6",5,0.578
"7",6,0.553
"8",7,0.539
"9",8,0.568
"10",9,0.542
"11",10,0.578
"12",11,0.517
"13",12,0.574
"14",13,0.531
"15",14,0.554
"16",15,0.527
"17",16,0.526
"18",17,0.544
"19",18,0.56
"20",19,0.566
"21",20,0.541
"22",21,0.532
"23",22,0.523
"24",23,0.538
"25",24,0.516
"26",25,0.533
"27",26,0.544
"28",27,0.54
"29",28,0.556
"30",29,0.554
"31",30,0.548
"32",31,0.545
"33",32,0.517
"34",33,0.514
"35",34,0.53
"36",35,0.553
"37",36,0.544
"38",37,0.551
"39",38,0.548
"40",39,0.518
"41",40,0.542
"42",41,0.571
"43",42,0.546
"44",43,0.549
"45",44,0.556
"46",45,0.56
"47",46,0.554
"48",47,0.573
"49",48,0.504
"50",49,0.546
"51",50,0.551
"52",51,0.567
"53",52,0.534
"54",53,0.56
"55",54,0.531
"56",55,0.555
"57",56,0.582
"58",57,0.524
"59",58,0.543
"60",59,0.559
"61",60,0.531
"62",61,0.568
"63",62,0.558
"64",63,0.539
"65",64,0.523
"66",65,0.539
"67",66,0.561
"68",67,0.553
"69",68,0.521
"70",69,0.542
"71",70,0.527
"72",71,0.534
"73",72,0.522
"74",73,0.512
"75",74,0.547
"76",75,0.541
"77",76,0.554
"78",77,0.55
"79",78,0.554
"80",79,0.544
"81",80,0.555
"82",81,0.562
"83",82,0.565
"84",83,0.551
"85",84,0.545
"86",85,0.542
"87",86,0.544
"88",87,0.541
"89",88,0.549
"90",89,0.542
"91",90,0.527
"92",91,0.531
"93",92,0.533
"94",93,0.536
"95",94,0.562
"96",95,0.538
"97",96,0.53
"98",97,0.542
"99",98,0.548
"100",99,0.554
"101",100,0.551
