"","krok","proc_chorych"
"1",0,0.15
"2",1,0.31
"3",2,0.41
"4",3,0.5
"5",4,0.46
"6",5,0.52
"7",6,0.53
"8",7,0.56
"9",8,0.54
"10",9,0.6
"11",10,0.58
"12",11,0.64
"13",12,0.69
"14",13,0.7
"15",14,0.65
"16",15,0.66
"17",16,0.67
"18",17,0.67
"19",18,0.68
"20",19,0.66
"21",20,0.67
"22",21,0.61
"23",22,0.6
"24",23,0.56
"25",24,0.6
"26",25,0.59
"27",26,0.64
"28",27,0.63
"29",28,0.6
"30",29,0.64
"31",30,0.6
"32",31,0.59
"33",32,0.56
"34",33,0.58
"35",34,0.61
"36",35,0.6
"37",36,0.61
"38",37,0.6
"39",38,0.62
"40",39,0.63
"41",40,0.68
"42",41,0.62
"43",42,0.62
"44",43,0.65
"45",44,0.63
"46",45,0.64
"47",46,0.7
"48",47,0.65
"49",48,0.69
"50",49,0.63
"51",50,0.66
"52",51,0.66
"53",52,0.66
"54",53,0.64
"55",54,0.61
"56",55,0.62
"57",56,0.68
"58",57,0.69
"59",58,0.72
"60",59,0.72
"61",60,0.64
"62",61,0.64
"63",62,0.61
"64",63,0.61
"65",64,0.63
"66",65,0.65
"67",66,0.66
"68",67,0.62
"69",68,0.61
"70",69,0.58
"71",70,0.62
"72",71,0.72
"73",72,0.68
"74",73,0.68
"75",74,0.67
"76",75,0.72
"77",76,0.69
"78",77,0.71
"79",78,0.65
"80",79,0.63
"81",80,0.59
"82",81,0.63
"83",82,0.61
"84",83,0.65
"85",84,0.69
"86",85,0.78
"87",86,0.78
"88",87,0.75
"89",88,0.73
"90",89,0.74
"91",90,0.71
"92",91,0.72
"93",92,0.68
"94",93,0.59
"95",94,0.62
"96",95,0.65
"97",96,0.58
"98",97,0.64
"99",98,0.64
"100",99,0.63
"101",100,0.63
