"","krok","proc_chorych"
"1",0,0.05
"2",1,0.61
"3",2,0.71
"4",3,0.86
"5",4,0.88
"6",5,0.9
"7",6,0.92
"8",7,0.85
"9",8,0.83
"10",9,0.84
"11",10,0.86
"12",11,0.91
"13",12,0.82
"14",13,0.83
"15",14,0.83
"16",15,0.78
"17",16,0.85
"18",17,0.84
"19",18,0.86
"20",19,0.85
"21",20,0.86
"22",21,0.85
"23",22,0.82
"24",23,0.86
"25",24,0.85
"26",25,0.83
"27",26,0.81
"28",27,0.87
"29",28,0.87
"30",29,0.82
"31",30,0.83
"32",31,0.77
"33",32,0.8
"34",33,0.82
"35",34,0.8
"36",35,0.85
"37",36,0.82
"38",37,0.86
"39",38,0.85
"40",39,0.86
"41",40,0.83
"42",41,0.83
"43",42,0.82
"44",43,0.85
"45",44,0.79
"46",45,0.86
"47",46,0.87
"48",47,0.93
"49",48,0.91
"50",49,0.88
"51",50,0.86
"52",51,0.79
"53",52,0.75
"54",53,0.81
"55",54,0.82
"56",55,0.81
"57",56,0.85
"58",57,0.86
"59",58,0.88
"60",59,0.88
"61",60,0.86
"62",61,0.81
"63",62,0.77
"64",63,0.77
"65",64,0.72
"66",65,0.73
"67",66,0.74
"68",67,0.77
"69",68,0.88
"70",69,0.83
"71",70,0.87
"72",71,0.8
"73",72,0.79
"74",73,0.84
"75",74,0.83
"76",75,0.83
"77",76,0.84
"78",77,0.92
"79",78,0.89
"80",79,0.83
"81",80,0.88
"82",81,0.83
"83",82,0.83
"84",83,0.82
"85",84,0.8
"86",85,0.77
"87",86,0.83
"88",87,0.89
"89",88,0.84
"90",89,0.86
"91",90,0.85
"92",91,0.87
"93",92,0.85
"94",93,0.89
"95",94,0.9
"96",95,0.91
"97",96,0.82
"98",97,0.83
"99",98,0.89
"100",99,0.88
"101",100,0.88
