"","krok","proc_chorych"
"1",0,0.23
"2",1,0.73
"3",2,0.83
"4",3,0.84
"5",4,0.85
"6",5,0.83
"7",6,0.89
"8",7,0.84
"9",8,0.87
"10",9,0.86
"11",10,0.86
"12",11,0.89
"13",12,0.87
"14",13,0.84
"15",14,0.91
"16",15,0.83
"17",16,0.92
"18",17,0.87
"19",18,0.86
"20",19,0.88
"21",20,0.88
"22",21,0.94
"23",22,0.87
"24",23,0.88
"25",24,0.89
"26",25,0.95
"27",26,0.88
"28",27,0.82
"29",28,0.88
"30",29,0.91
"31",30,0.85
"32",31,0.9
"33",32,0.89
"34",33,0.84
"35",34,0.81
"36",35,0.82
"37",36,0.83
"38",37,0.9
"39",38,0.9
"40",39,0.91
"41",40,0.9
"42",41,0.85
"43",42,0.85
"44",43,0.87
"45",44,0.89
"46",45,0.87
"47",46,0.84
"48",47,0.89
"49",48,0.87
"50",49,0.89
"51",50,0.92
"52",51,0.92
"53",52,0.9
"54",53,0.91
"55",54,0.86
"56",55,0.9
"57",56,0.87
"58",57,0.88
"59",58,0.91
"60",59,0.91
"61",60,0.89
"62",61,0.91
"63",62,0.85
"64",63,0.87
"65",64,0.89
"66",65,0.89
"67",66,0.84
"68",67,0.87
"69",68,0.9
"70",69,0.91
"71",70,0.89
"72",71,0.87
"73",72,0.89
"74",73,0.88
"75",74,0.84
"76",75,0.81
"77",76,0.85
"78",77,0.9
"79",78,0.89
"80",79,0.84
"81",80,0.84
"82",81,0.9
"83",82,0.92
"84",83,0.84
"85",84,0.84
"86",85,0.92
"87",86,0.89
"88",87,0.84
"89",88,0.9
"90",89,0.89
"91",90,0.87
"92",91,0.85
"93",92,0.85
"94",93,0.85
"95",94,0.86
"96",95,0.9
"97",96,0.89
"98",97,0.86
"99",98,0.89
"100",99,0.88
"101",100,0.88
